uuid,content,summary,language,organization,content_type,dataset
2749ce63-5b0e-436c-930e-56d776601df3,"When Prem Singh was asked to lend a helping hand frying fish at his family restaurant he took it rather too literally. The chef, 65, has become famed in the backstreets of Old Delhi for his unique ability to plunge his bare hands into searing cooking oil. He regularly dips his fingers into a bubbling vat of oil, which is heated up to 200C, to pluck out the fried fish. Scroll down for video . Hot act: Prem Singh sinks his fingers into the scorching oil while cooking at a restaurant in New Delhi, India, as amazed customers look on . Not too hot to handle: Chef Prem Singh picks up a piece of fried fish with his bare hand from the hot oil . But incredibly, the veteran fryer says he has never suffered any burns, blisters or ill affects. Prem Singh said: 'I have been doing this for 25 years. It is just about experience. 'I put my hand into hot oil once. Later I did it again. I soon realized that the hot oil did not do me any harm.' Each evening Singh's Ganesh eatery has as many onlookers as it does customers. Scorching: The oil into which Prem Singh dips his fingers is heated over a fire to about 200C - enough to deep fry skin . Singh said: 'Everyone wants me to dip my hand into hot oil. They want to see how I do it.' Singh's father started the small shop called Ganesh in Old Delhi in 1960. They sold just fried fish, but over the years, Singh has moved to cooking other Indian delicacies too. Singh . says he sells over a hundred kilograms of fried fish each day, thanks . to the demand to see him hand fry them. He also serves other popular . Indian delicacies such as tandoori chicken, mutton tikkas and kebabs. Simmering: Prem Singh, 65, has become famed in the backstreets of Old Delhi for his unique ability to do without kitchen utensils . Heatproof fingers: Prem Singh regularly plucks fried fish from the vat but incredibly claims he has never suffered any burns, blisters or ill affects . Over the years, Singh's appetising fried fish has earned him a fan following, with visitors travelling from across the region to sample it. Frequent customer, Dipesh, said: 'This is the first thing I do when I land in Delhi for business - I come straight here to eat the fish. It is something I look forward to. 'I am always amazed with the way he pulls the fish out of the pan - you have to see it to believe it. And I must tell you that there is something good about the taste too.' Star attraction: Customers come from far and wide to see Prem Singh's rare talent for being able to dunk his hand into boiling hot cooking oil . Publicity stunt: Prem Singh pulls a crowd outside his restaurant in Deli  with his ability to retrieve frying fish from hot oil with his bare hands . Heritage: Prem Singh's father started the small shop called Ganesh in Old Delhi in 1960 . With the business thriving, Singh's two sons are now chipping in and taking care of the business. Singh's eldest son, Deepak, said: 'We have been here for almost 60 years. Our father ran the business with our grandfather. Now, we are taking it forward. 'We are hoping to expand now, and take the rich history further.' And Singh now hopes his sons will keep up the eateries tradition of the hand fryer. He added: 'They can do it too. It is just about practice. If they keep trying and experimenting, they will get there.'","Prem Singh, 65, claims never to have been burnt or injured .
The chef has been using bare hands to fry fish for past 25 years .
Stunt draws crowds to his street restaurant in Old Delhi, India .
Singh says he sells over a hundred kilograms of fried fish each day .",eng,CNN,article,DialyNews
64d6855e-d026-4086-841f-8cf34661fd88,"Getty Images India 10-year bond yield declined 0.40 per cent to 5.98 after trading in 5.98 -6.04 range. NEW DELHI: The Nifty Realty index traded positive around 10:29AM(IST)on Wednesday in a weak market.     Prestige Estates Projects Ltd.(up 4.42 per cent), Indiabulls Real Estate Ltd.(up 3.29 per cent), Sobha Ltd.(up 2.01 per cent), DLF Ltd.(up 1.06 per cent) and Macrotech Developers Ltd.(up 0.83 per cent) were among the top gainers.     Phoenix Mills Ltd.(down 0.75 per cent) were the top losers on the index.     The Nifty Realty index was up 0.94 per cent at 648.85 at the time of writing this report.     Benchmark NSE Nifty50 index was up 18.65 points at 19425.35, while the BSE Sensex was down 4.38 points at 64938.02.     Among the 50 stocks in the Nifty index, 34 were trading in the green, while 14 were in the red.     Shares of JP Power, YES Bank, Vodafone Idea, Reliance Power and Indian Oil Corp. were among the most traded shares on the NSE.     Shares of HB Stockholding, North Eastern, Compucom Soft, CL Educate and Manoj Vaibhav Gems N hit their fresh 52-week highs in today's trade, while Winsome Yarns, Compuage Infocom, Orient Bell, Infomedia Press and Shree Ram Proteins hit fresh 52-week lows in trade. Connect with Experts - Wealth creation made easy Experience Your Economic Times Newspaper, The Digital Way! Wednesday, 08 Nov, 2023 Read Complete ePaper  » Digital View Print View Wealth Edition FMCG Sales Climb as Rural Demand Sees Green Shoots India’s packaged consumer goods grew 9% by value and 8.6% by volume in the September quarter from the year earlier, aided by higher spending in rural India for both essentials and discretionary products, researcher NielsenIQ said.  In India, 200 M Users is a Relatively Small Number; We’ve Room to Grow Snap Inc, parent company of messaging app Snapchat, made news for doubling its user base in India to 200 million within the space of a year, buoyed by greater adoption of new products such as short video offering Spotlight that is taking on the likes of Instagram Reels and YouTube Shorts. Capex Hikes may Go in Slow Lane to Trim Fiscal Deficit The finance ministry has started discussions on reducing the pace of increase in capital spending in the interim budget for FY25 to align expenditure with the proposed fiscal consolidation glide path, said an official aware of the talks. Read More News on Indices Indices stocks Indices news Indices updates stock market indices Global market indices nifty indices (What's moving  Sensex  and   Nifty   Track   latest market news ,   stock tips  and   expert advice  on   ETMarkets .  Also, ETMarkets.com is now on Telegram. For fastest news alerts on financial markets, investment strategies and stocks alerts,  subscribe to our Telegram feeds .)  Download  The Economic Times News App  to get Daily Market Updates & Live Business News.  Top Trending Stocks:  Sensex Today Live ,  SBI Share Price ,  Axis Bank Share Price ,  HDFC Bank Share Price ,  Infosys Share Price ,  Wipro Share Price ,  NTPC Share Price ... more less Pick the best stocks for yourself 
		            Powered by
		             Weekly Top Picks: Eight stocks with consistent score improvement and upside potential of up to 40% 9 mins read 4 stocks with 5 % to 8.87% dividend yields and continuous dividend payments for 7 years 7 mins read Weekly Top Picks: Seven large & mid caps with consistent score improvement and upside potential of up to 42% 9 mins read What do Q2 LIC results indicate for other Insurance companies? Two Life and 3 non-life Insurance players with “buy” and “strong buy” ratings 3 mins read Large cap stocks with upside potential of more than 25% 4 mins read 5 stocks for a high dividend yielding portfolio 8 mins read Eight midcap stocks, 2 with“ Strong Buy” and 6 with “Buy” recommendations with potential upside of up to 35% 7 mins read Six high ROE and low PEG ratio stocks, right combination for wealth creation 8 mins read 
                                View  More Stories
                             
		            Subscribe to  ETPrime","NEW DELHI: The Nifty Realty index traded positive around 10:29AM(IST)on Wednesday in a weak market. Prestige Estates Projects Ltd.(up 4.42 per cent), Indiabulls Real Estate Ltd.(up 3.29 per cent), So… [+903 chars]",eng,The Times of India,article,GlobalNews
6fb4ec1d-ce92-451b-9ad7-df1d7ca4b428,"One of the most revered living legends in Indian cinema,Kamal Haasan turned 69 on Tuesday. This year also marks the 63rd anniversary of his foray into the cinematic realm. Widely regarded as one of the finest Indian actors of all time, Kamal has also proven his prowess as a screenwriter, director, playback singer, and TV presenter over the years, earning the sobriquetSakalakala Vallavan(Master of all arts) and the admiration of celebrities from across the country. Meanwhile, on the eve of his 69th birthday, Kamal hosted a private birthday bash at a hotel inChennai. Several celebrities, including Bollywood iconAamir Khanand Tamil star Suriya, took part in the celebration. Taking to X (formerly Twitter), actor-filmmaker R Parthiban shared a picture with Aamir Khan from the event. Cinematographer Ravi K. Chandran, on the other hand, shared a photo in which he can be seen posing with both Aamir and Suriya, with a caption that read: “Two Ghajinis in one frame at @ikamalhaasan birthday party.” Meanwhile, Kamal’s eldest daughter and actorShruti Haasan shared an adorable postcherishing her bond with her dad. The post, which was a mix of photographs and videos, featured happy memories the father-daughter duo shared. இந்தி’ய திரையுலகில் அவருடைய படங்கள் மூலம்,மிக உயர்வாக மதிக்கப்படும் சிறந்த நடிகர்.ஒவ்வொரு முறையும் என்னை ஆச்சர்ய ஆனந்தத்தில் திளைக்க வைக்கும் மனிதர். நேற்றிரவு கமல் சார் பிறந்த நாளில் … நடப்பவை(பவங்)களை ஒரு ஒதுக்கு புறமாக நின்று ரசித்துக் கொண்டிருந்த என்னை கண்டு ஓடி வந்து…pic.twitter.com/ajZok5kUrr — Radhakrishnan Parthiban (@rparthiepan)November 7, 2023 Two ghajinis in one frame at@ikamalhaasanbirthday party@Suriya_offl#AamirKhanpic.twitter.com/W5JjVOk8nJ — ravi k. chandran (@dop007)November 7, 2023 Celebrities like Lokesh Kanagaraj and Suhasini Mani Ratnam took to social media to share pictures from the birthday bash.   A post shared by Suhasini Hasan (@suhasinihasan)    A post shared by Vignesh Shivan (@wikkiofficial)  Wishing the one and only Ulaganayagan@ikamalhaasanSir on his birthday ♥️#HBDKamalHaasan#HBDKamalSir#KamalHaasan#Ulaganayagan@arunaguhan_@avmproductions@RIAZtheboss@V4umedia_pic.twitter.com/hWVwkoCvQW — Aruna Guhan (@arunaguhan_)November 7, 2023  Happy birthday to the cinema legend!@ikamalhaasan#Ulaganayagan#KamalHaasan#HBDKamalSir#HBDUlaganayaganpic.twitter.com/NlOEH998GT — AnbAriv (@anbariv)November 7, 2023  Happy Birthday#Ulaganayagan@ikamalhaasansir🙏🏻 ❤️❤️❤️Keep inspiring us forever 🤗❤️🙏🏻pic.twitter.com/93yWSQbb6d — Lokesh Kanagaraj (@Dir_Lokesh)November 7, 2023 On the work front, Kamal Haasan currently has four significant films scheduled for release between 2024 and 2025. These include S Shankar’sIndian 2, H Vinoth’sKH233(working title), Nag Ashwin’sKalki 2898 AD, and Mani Ratnam’sThug Life. Ahead of Kamal’s birthday, Team Thug Life unveiled a teaser for the upcoming Mani Ratnam movie, showcasing the actor with long hair in rugged attire, reminiscent of his appearance in the unfinished historical drama Marudhanayagam. The movie boasts a formidable technical team, with AR Rahman handling the music, Sreekar Prasad in charge of editing, Ravi K Chandran overseeing cinematography, and the stunt duo Anbu and Arivu, collectively known as AnbAriv.","One of the most revered living legends in Indian cinema, Kamal Haasan turned 69 on Tuesday. This year also marks the 63rd anniversary of his foray into the cinematic realm. Widely regarded as one of … [+1985 chars]",eng,The Indian Express,article,GlobalNews
6e215c6e-12e5-444f-a719-bcfb7872ed0b,"By . Rex Gowar, Reuters . Mexico's World Cup squad will not eat beef during their preparations for the Brazil tournament for fear of testing positive to banned drugs in contaminated meat, coach Miguel Herrera said on Wednesday. Five players were withdrawn from Mexico's CONCACAF Gold Cup squad in the United States in 2011 after testing positive for clenbuterol, a banned stimulant sometimes illicitly mixed into livestock feed to make meat leaner. Outstretched: Hernandez has a go between the sticks for Mexico in training . Try your hand: Hernandez blocks a shot during a training session in Mexico City . Calling the shots: Mexico coach Herrara has banned his players from having sex... and now beef . The five, including goalkeeper Guillermo Ochoa and defender Francisco Rodriguez who are in Hererra's squad for the finals, were later absolved after the Mexican Football Federation and world soccer governing body FIFA considered the presence of clenbuterol in Mexican cattle a public health problem. 'Given what happened, we have decided we will not eat red meat,' Herrera told a news conference. 'Here there's very good cooking, we have a spectacular chef and eat all kinds of meat, except beef. 'We've also been telling the players for the last month and a half not to eat beef and they've paid heed. '(Miguel) Ponce ate some tacos without knowing he would be with us but beef goes through your system in three to four days, though we're still taking preventive measures.' All together now: Mexico are in Group A with Brazil, Croatia and Cameroon . Role reversal: Hernandez takes the ball past goalkeeper Jesus Corona . Ponce joined the squad on Tuesday as a late replacement for fellow midfielder Juan Carlos Medina who has an ankle injury requiring surgery and was withdrawn from the squad. Mexico, who face hosts Brazil, Cameroon and Croatia in Group A at the tournament starting on June 12, are in their second week of preparations and will play warm-up games against Israel, Ecuador, Bosnia and Portugal. Herrera said he would play each of his three goalkeepers, Jesus Corona, Alfredo Talavera and Ochoa, in the first three friendlies to then decide who he would pick against Portugal and at the World Cup. Banned: Man United star Javier Hernandez will have to have all his fun on the pitch in Brazil .","Javier Hernandez and Co will be banned from eating beef at the World Cup .
Miguel Herrera fears the stimulant sometimes used in livestock will mean they fail drugs testing .
Five players were withdrawn from Mexico's CONCACAF Gold Cup squad in the USA after testing positive for clenbuterol .
Mexico players have also been banned from having sex at the tournament .
The team trained in Mexico City on Wednesday, with Hernandez playing in goal .",eng,CNN,article,DialyNews
c9be2dcb-e2a3-4d4b-b540-9135edfde5d2,"OpenAI co-founder Sam Altman will return as boss just days after he was fired by the board, the firm has said. The agreement ""in principle"" involves new board members being appointed, the tech company added. Mr Altman's sacking on Friday astonished industry watchers and led to staff threatening mass resignations unless he was reinstated. ""I am looking forward to returning to OpenAI,"" Mr Altman said in a post on X, formerly Twitter. He added: ""I love OpenAI, and everything I've done over the past few days has been in service of keeping this team and its mission together.  Last week, the board decided to remove Mr Altman, which led to co-founder Greg Brockman's resignation, sending the star artificial intelligence (AI) company into chaos. The decision was made by the three non-employee board members, Adam D'Angelo, Tasha McCauley and Helen Toner, and a third co-founder and the firm's chief scientist Ilya Sutskever. But on Monday Mr Sutskever apologised on X, and signed the staff letter calling on the board to reverse course. Microsoft, which uses OpenAI technology in many of its products - and is its biggest investor - then offered Mr Altman a job leading ""a new advanced AI research team"" at the tech giant. Then on Wednesday, OpenAI said it had agreed Mr Altman's return to the tech company in principle, and that it would partly reconstitute the board of directors that had dismissed him.  Former Salesforce co-CEO Bret Taylor and former US treasury secretary Larry Summers will join current director Adam D'Angelo, OpenAI said. In a post on X, Mr Brockman also said he would be returning to the firm. Emmett Shear, who had been appointed OpenAI's interim chief executive, said he was ""deeply pleased"" by Mr Altman's return after about ""72 very intense hours of work"". Microsoft boss Satya Nadella said the firm was ""encouraged by the changes to the OpenAI board"". ""We believe this is a first essential step on a path to more stable, well-informed, and effective governance."" Many staff, posting online, have been enthusiastic about the development: ""We're back - and we'll be better than ever"", wrote employee Cory Decareaux on Linkedin.  ""This has been the craziest past few days - crazier than I ever could've imagined. This is an example of what a united company culture looks like.""  Others, though, suggest the episode has been damaging to OpenAI which - by creating the chatbot ChatGPT - became arguably the most important AI firm in the world.  ""OpenAI can't be the same company it was up until Friday night. That has implications not only for potential investors but also for recruitment"", Nick Patience of S&P Global Market Intelligence told the BBC.   Many businesses and projects now rely on OpenAI's technology.  One project, Be My Eyes, worked with the firm to develop an AI-powered assistant for blind and partially-sighted people.  Its chief executive Michael Buckley wrote on LinkedIn that he had been ""bombarded by sales calls from rival [AI] companies seeking some opportunistic business wins"" but he said they would be sticking with OpenAI because,""they prioritized accessibility"" even though it was ""close to meaningless for them from a revenue perspective"". The battle at the top of OpenAI began when the then board announced it was firing Mr Altman, saying it had ""lost confidence"" in his leadership. It accused him of not being ""consistently candid in his communications"" - and, even after the many twists and turns since Friday, it remains unclear what they felt he was not being candid about. Whatever the explanation, it was clear that OpenAI staff were deeply unhappy - more-than-700 of them signed an open letter threatening to leave unless the board resigned. The letter stated that Microsoft had assured them that there were jobs for all OpenAI staff if they wanted to join the company, with Microsoft later confirming it would match their existing pay. That threat now appears to have been seen off by Mr Altman's dramatic return. But the upheaval of the past few days has raised questions about how a group of just four people could make decisions that have rocked a multi-billion dollar technology business. In part this is because of OpenAI's unusual structure and purpose. It began life in 2015 as a non-profit - many charities have that status - with the mission to create ""safe artificial general intelligence that benefits all of humanity"". Its objectives did not include looking after the interests of shareholders or maximising revenue. In 2019 it added a for-profit subsidiary but its purpose remained unchanged and the not-for-profit's board remained in charge. It's not clear whether tensions over the future direction of OpenAI contributed to this crisis or what commitments - if any - Mr Altman made to secure his return. But many observers have called for greater clarity, with Tesla boss Elon Musk among those who have urged the board members to ""say something"". But that has yet to happen. Reacting on X to the news of the reinstatement and new board, Ms Toner said no more than ""and now, we all get some sleep"". Additional reporting by Liv McMahon Sign up for our morning newsletter and get BBC News in your inbox.","OpenAI co-founder Sam Altman will return as CEO just days after he was fired by the board, the firm has said.
The agreement ""in principle"" involves a new board being installed, the tech company adde… [+511 chars]",eng,BBC News,article,GlobalNews
3071c654-191c-4c3c-9be6-9d2fe206676e,"(EW.com) -- Starz announced today that current ""Dancing With the Stars"" pro Derek Hough and his sister, former ""DWTS"" darling and now singer-actress Julianne Hough (""Safe Haven,"" ""Rock of Ages,"" ""Footloose""), will executive-produce ""Blackpool,"" a scripted series exploring the ""the darker side of the glamorous world of ballroom dance,"" according to the network. The Houghs will also serve as head choreographers for the series. ""Viewers are going to see a twisted, sexy, funny, dark and passionate side of the drama and politics in the world of ballroom dance that delves deeper than spray tans and sequins,"" promised Derek, a three-time Emmy nominee for his reality TV choreography. The series will revolve around the prestigious annual ballroom competition in Blackpool, England â€” a stomping ground the Hough siblings, who trained in England, know well. Lauren Oliver's 'Raven': Read two chapters . ""Their experiences growing up in this highly competitive world are riveting and also shocking,"" said Carmi Zlotnik, Starz' managing director. ""There is much more to uncover than what we see on the dance floor."" See the original article at EW.com. CLICK HERE to Try 2 RISK FREE issues of Entertainment Weekly . © 2011 Entertainment Weekly and Time Inc. All rights reserved.","""DWTS"" pros Derek and Julianne Hough will executive-produce ""Blackpool""
The scripted series will explore a darker side of ballroom dancing .
The siblings will also serve as head choreographers for the Starz series .",eng,CNN,article,DialyNews
3e56853b-c170-4159-b004-471124078abf,"WASHINGTON --WASHINGTON (AP) — President Joe Biden celebrated a “new era” in the relationship between the United States and Indonesia as he met with Indonesian President Joko Widodo at the White House on Monday, formalizing closer ties with the world's third largest democracy and a heavyweight player in Southeast Asia. The announcement is a reflection of U.S. commitment to the region before Biden heads to San Francisco for a summit of Asian leaders, where he's scheduled to meet with Chinese President Xi Jinping. Washington and Beijing have been jockeying for influence in Southeast Asia, which is a critical crossroads for trade and a potential flashpoint for global conflict. ""This will mark a new era in relations between the United States and Indonesia across the board,"" Biden said, sitting next to Widodo. He added that Widodo, the leader of a tropical archipelago, mentioned that he was cold when he stepped out of his vehicle at the White House. Biden joked, “I told him I could take care of that immediately,"" and there was a roaring fire in the Oval Office fireplace. Biden and Widodo shared an afternoon tea and met with top advisers as they began their new strategic partnership. Also on the agenda was expanding the trade of critical minerals like nickel, which can be used to produce electric vehicle batteries. Indonesia is the world’s largest producer of nickel. Widodo described the U.S. as one of Indonesia's most important partners, and he said they must give “real meaning” to their strengthened relationship. But there were also signs of friction over the war between Israel and Hamas. Indonesia is the world's most populous Muslim country, and Widodo arrived in Washington after attending a summit in Riyadh,Saudi Arabia, where leaders criticized the Israeli bombardment and invasion of Gaza. Widodo urged the U.S. ""to do more to stop the atrocities in Gaza and have a ceasefire for the sake of humanity.” Biden has resisted calls for a ceasefire, although he's asked Israel to show more restraint in its military operations and called for pauses in the fighting that would allow the delivery of humanitarian aid or the release of hostages held by Hamas. The White House has cultivated ties with Indonesia in recent years. Biden attended the Group of 20 summit in Bali last year, and Vice President Kamala Harris attended a regional summit in Jakarta in September. Before visiting the White House, Widodo stopped at Georgetown University, which is planning a new program in Indonesia. Widodo has described improving educational opportunities as critical for his country's development. He said a closer relationship with the U.S. could pay dividends because “the United States is a big country, and its influence to any other country is also very big.” But he also was careful to emphasize Indonesia's neutrality at a time of tension between Washington and Beijing. “Indonesia is always open to cooperate with any country, and not to take the side of any power, except to take the side of peace and humanity,” he said. Widodo also raised alarms about the death toll in Gaza, mentioning estimates that a child is killed every 10 minutes. ”Human life seems meaningless, but for me, every life is precious,"" he said. “This is a humanitarian problem, and to end it requires global solidarity, global leadership which prioritizes humanity.”","WASHINGTON -- President Joe Biden will host Indonesian President Joko Widodo at the White House on Monday, one day before the U.S. leader leaves for San Francisco to attend a summit of Asian leaders.… [+1757 chars]",eng,ABC News,article,GlobalNews
d5da1e18-510e-46a7-a52d-0c76d928ef21,"SINGAPORE: Swimmer Toh Wei Soong won Singapore's first gold medal at the Asian Para Games in Hangzhou on Thursday (Oct 26). Toh put in a dominant performance to finish the men's 100m backstroke S7 final in first place with a time of 1:14.99, setting a new Games record. He was more than five seconds ahead of silver medalist Yang Huaqiang from China. The podium was rounded off by Huang Xianquan, another Chinese swimmer. Toh had previouslywon a silver medal in the men's 400m freestyle S7at the Hangzhou Olympic Sports Centre Aquatic Sports Arena. He now has a total of five Asian Para Games medals.","SINGAPORE: Swimmer Toh Wei Soong won Singapore's first gold medal at the Asian Para Games in Hangzhou on Thursday (Oct 26).
Toh put in a dominant performance to finish the men's 100m backstroke S7 f… [+669 chars]",eng,CNA,article,GlobalNews
7673558b-a2d5-4a6c-9d67-fe7ce7f936b4,"Reuters Central Asia’s biggest and most resourceful state  Kazakhstan  is expected to achieve a 5% growth GDP by the year-end, according to Minister of National Economy Alibek  Kuantyrov .  SME  sector has played a key role in this. Kuantyrov in a recent meeting with the Kazakh President noted that small and medium-sized businesses (SME) contribution to the GDP has reached an all-time high of 36.4%. Foreign direct investment reached $13.3 billion in the year’s first half, with a notable drop in annual inflation to 10.8% from this February’s 21.3%. Emphasizing the pivotal role of  SMEs , Kuantyrov revealed that these enterprises collectively generated over 28 trillion tenge ($60 billion) in production. This sector also played a vital role in employment, providing jobs for 4.3 million individuals. In 2023, 9,000 projects were granted subsidies with a combined loan of 669 billion tenge ($1.4 billion). Kuantyrov outlined a strategic shift in entrepreneurship policy, including establishing a registry of mandatory requirements and automating the risk management system. The aim is to halve business inspections, streamlining processes to foster a more conducive business environment. In briefing with the President, Kuantyrov provided updates on the ongoing development of new Budget and Tax Codes, investment policies, and public-private partnerships. Noteworthy plans include attracting 267 billion tenge ($574 million), rehabilitating 5,800 kilometers of networks, increasing salaries for housing and communal services workers by 50%, and reducing network wear and tear by 3.2% within the Tariff in the Exchange for Investment program. Kuantyrov underscored the substantial increase in funding from the state’s budget since the initiation of the Auyl – El besigi (Village is the heart of the nation) program, reporting a sevenfold rise. The 2023 plan aims to implement 1,800 projects across 771 villages. According to the  IMF  estimates, Kazakhstan is expected to witness a notable decline in inflation in the coming years. Experience Your Economic Times Newspaper, The Digital Way! Wednesday, 15 Nov, 2023 Read Complete ePaper  » Digital View Print View Wealth Edition Services Sector Boost: GDP Expansion Seen at 6.7% in Q2  The Indian economy likely expected 6.7% in the July-September quarter, according to a median forecast of 10 economists polled by ET, boosted by a strong performance by the services sector. Telecom Sector gets Wrong Signal from Direct-to-Mobile Telecom operators, chip makers, network providers and handset makers have strongly opposed any hurried decision on a proposed idea to beam TV content directly to mobile phones without a cellular data connection, as the technology is still immature. Sub-₹3 cr GST Evasion may be Decriminalized India is considering a higher ₹3-crore threshold, up from ₹2 crore, for arrests and criminal prosecution in GST evasion cases. The decriminalization initiative is aimed at reducing harassment and improving ease of doing business. Read More News on Kazakhstan sme kuantyrov FDI SMEs imf (Catch all the  Business News ,  Breaking News  Events and  Latest News  Updates on  The Economic Times .) Download  The Economic Times News App  to get Daily Market Updates & Live Business News. ... more less Prime Exclusives Investment Ideas Stock Report Plus ePaper Wealth Edition Lenskart swings to profit in FY23. Founder Peyush Bansal brings new CPO to strengthen work culture. From Tata to JSW, companies are focusing on this tech innovation to ensure 24x7 green energy supply Intermittent fasting has benefits in diabetes, but is overrated like fad diets: Liverdoc Philips Buffett’s Japan bet, the yen carry trade unwind, and the black swan. Why BoJ’s pivot is crucial. 3 insights to kick-start your day, featuring Razorpay's flip mode Stock Radar: NTPC on verge of a breakout; likely to retest fresh record highs soon 1 2 3 View all Stories","Central Asias biggest and most resourceful state Kazakhstan is expected to achieve a 5% growth GDP by the year-end, according to Minister of National Economy Alibek Kuantyrov. SME sector has played a… [+1811 chars]",eng,The Times of India,article,GlobalNews
7f15463b-5bb5-467e-84f8-c179265bd530,"Hackers proclaiming allegiance to ISIS broke into a Twitter account for a military families' support organization and used it to threaten soldiers' wives. The shady group took over an account on the social network operated by the Military Spouses for Strength nonprofit, then used it to target women who had spoken out against their jihadist organization. 'You think you're safe but the IS [Islamic State] is already here', the hijacked account blasted out to six military wives in succession. Targeted: Amy Bushatz (left) was singled out by the hacker, as was Ashley Broadway-Mack (right) '#CyberCaliphate got into your PC and your smartphone.' The victims were seemingly handpicked because they spoke out in an earlier story about jihadist hackers turning on the military. In the wake of the Twitter account for the Pentagon's Central Command being compromised, the women had spoken to CNN for an article published in January. Liz Snell, who runs Military Spouses for Strength, told the network then: I see being online as a way to stay honest, to stay healthy, to help. 'I don't want that to be hurt because of some threats that are just some dumb hacker. I don't want to let them win that way.' The women, who largely agreed that they would not be intimidated, ended up on the hackers' hitlist as a result. Threats: These messages were sent to six military wives. Threats were also sent to President Obama . Some tweets posted from the account also contained threats to President Obama and his family, NBC reported. The account has since been suspended, and the messages in question deleted. Amy Bushatz, an officer's wife who was targeted, said she was shaken by the messages. She also got sent a friend request from a man apparently affiliated with the hacking group. She told CNN: 'I would be lying if I didn't say it (made) me a little nervous, I don't think you can receive what appears to be a personal threat from ISIS without being nervous.' However, writing later in a blog post she said she had no intention of 'giving them the victory' of staying afraid.","Group took over account of Military Spouses for Strength nonprofit .
Posted saying 'You think you're safe but the Islamic State is already here'
Seemingly targeted women who had spoken out against ISIS before .
Six targets had told CNN they weren't scared after CentCom attack .",eng,CNN,article,DialyNews
