url,archive,title,date,content,summary,language,organization,organization_standardized,news_type,uuid,content_type,dataset
https://www.nawaiwaqt.com.pk/11-Jul-2018/863636,https://www.nawaiwaqt.com.pk/11-Jul-2018/863636,غزہ کی ناکہ بندی توڑنے کی کوشش، اسرائیل نے فلسطینی,,"Jul 11, 2018 4:37 AM, July 11, 2018",غزہ سٹی (نیٹ نیوز) اسرائیلی فورسز نے غزہ کا نام توڑنے کی کوشش ناکام بناتے ہوئے ایک کشتی,urd,com,Com,fake news,ae69d9f8-e1fd-4b3d-85aa-39870e730333,article,MassiveSum
https://www.nawaiwaqt.com.pk/17-Dec-2016/543264,https://www.nawaiwaqt.com.pk/17-Dec-2016/543264,نامور ماڈل اور اداکارہ عروہ حسین گلوکار فرحان سعید کے,,"Dec 17, 2016 2:55 AM, December 17, 2016",لاہور (کلچرل رپورٹر) نامور ماڈل اور اداکارہ عروہ حسین گلوکار فرحان سعید کے ساتھ رشتہ,urd,com,Com,fake news,1e3dd75b-c0c5-41e9-8243-9fb5810f7c68,article,MassiveSum
https://dailypakistan.com.pk/23-Feb-2020/1097096,https://dailypakistan.com.pk/23-Feb-2020/1097096,سرائے نورنگ،لکی سٹی کیلئے منظور کردہ 132 کے وی گرڈ,,"Feb 23, 2020 5:07 AM, February 23, 2020",سرائے نورنگ (نمائندہ پاکستان) سنیئروبزرگ پارلیمینٹرین ہمایون سیف اللہ خان اور صوبائی وزیر ڈاکٹرہشام انعام اللہ خان نے لکی سٹی کے لئے منظورکردہ 132 کے وی,urd,com,Com,fake news,f5f2b159-6fa4-4377-8ab2-19bd7c5c41b1,article,MassiveSum
https://dailypakistan.com.pk/21-May-2015/227155,https://dailypakistan.com.pk/21-May-2015/227155,عمران خان اپنی نشستیں چھوڑ کر کسی بھی حلقے میں مقابلہ,,"اسلام آباد (ایجنسیاں) مسلم لیگ (ن) کے رہنما کیپٹن محمد صفدر نے تحریک انصاف کے سربراہ عمران خان کو چیلنج کرتے ہوئے کہا ہے کہ وہ میانوالی اور راولپنڈی کی نشستیں چھوڑیں ،میں مانسہرہ کی سیٹ چھوڑتا ہوں، پھر کسی بھی حلقے میں میرا مقابلہ کرکے دیکھ لیں کہ کون جیتتا ہے کون ہارتا ہے۔

پارلیمنٹ ہاﺅس میں میڈیا سے گفتگو میں کیپٹن صفدر نے کہا کہ عمران خان کو پانی کے ہر گھونٹ میں دھرنا نظر آتا ہے، ہنی مون سے فارغ ہوں گے تو دھرنا دیں گے، وہ 2025 ءتک اپوزیشن کا ذہن بنا کر پارلیمنٹ میں بیٹھیں، انکے دھرنوں نے پہلے ہی قوم کے 8 ماہ ضائع کردیئے۔ انہوں نے کہا کہ عمران خان کا یہ کہنا غلط ہے کہ میرے حلقے میں ستر ہزار اضافی بیلٹ پیپرز چھاپے گئے ہیں،چیلنج کرتا ہوں کہ مقابلہ کرکے دیکھ لیں دودھ کا دودھ اور پانی کا پانی ہوجائیگا۔

ایک سوال کے جواب میں انہوں نے کہا کہ خیبر پی کے کی حکومت نے ہمیں کیا سیکیورٹی دینی ہے وہ خود اپنی سیکیورٹی کی فکر میں رہتے ہیں۔ وزیراعلیٰ پرویز خٹک سیکیورٹی کے ڈر سے خود اسلام آباد بھاگ آتے ہیں۔ عمران خان میرے حلقے میں دھاندلی کے حوالے سے ثبوت پیش کریں اور بے بنیاد الزامات لگانے سے گریز کریں۔",اسلام آباد (ایجنسیاں) مسلم لیگ (ن) کے رہنما کیپٹن محمد صفدر نے تحریک انصاف کے سربراہ,urd,com,Com,fake news,ce96fcdd-c061-45fd-b254-b419d3c18630,article,MassiveSum
https://dailypakistan.com.pk/12-Jul-2020/1157102,https://dailypakistan.com.pk/12-Jul-2020/1157102,بالی وڈ کے لیجنڈ اداکار کی والدہ میں کورونا وائرس کی تصدیق,,"ممبئی(ڈیلی پاکستان آن لائن)بالی ووڈ کے سپر سٹار امیتابھ بچن اور ابھیشک بچن میں کورونا وائرس کی تصدیق کے بعد ایک اور لیجنڈ اداکار انوپم کھیر کی والدہ کو بھی کورونا وائرس ہوگیا۔

مائیکرو بلاگنگ ویب سائٹ ٹویٹر پر پوسٹ کی گئی ویٖڈیو میں بالی وڈکے اداکار انوپم کھیر نے بتایا ہے کہ ان کی والدہ دلاری میں کورونا وائرس کی تصدیق ہوئی ہے جبکہ ان میں اس وائرس کی معمولی علامات ظاہر ہوئی ہیں۔

لیجنڈ اداکار نے بتایا کہ ان کی والدہ کو بھوک نہیں لگ رہی تھی اور وہ کچھ کھا پی نہیں رہی تھیں۔جب ان کا سٹی سکین کرایا تو معلوم ہوا کہ وہ کورونا وائرس سے متاثر ہو چکی ہیں۔

انہوں نے بتایا کہ والدہ کے کورونا میں مبتلا ہونے کے بعد دیگر اہلخانہ نے بھی اپنا کورونا ٹیسٹ کروایا تاہم خود انوپم کا ٹیسٹ تو نیگیٹو آیا البتہ انوپم کے بھائی راجو، بھابھی اور بھتیجی میں اس وائرس کی تصدیق ہوئی ہے۔

خیال رہے کہ اس سے قبل بھارت کے سپر سٹار امیتابھ بچن اور ان کے صاحبزادے ابھیشک بچن میں بھی کوویڈ 19میں مبتلا ہوچکے ہیں۔

واضح رہے بھارت میں اب تک کورونا سے ساڑھے آٹھ لاکھ سے زائد افراد متاثر ہوچکے ہیں جب کہ اب تک وہاں بائیس ہزار 6سو سے زائد افراد ہلاک ہوچکے ہیں۔",ممبئی(ڈیلی پاکستان آن لائن)بالی ووڈ کے سپر سٹار امیتابھ بچن اور ابھیشک بچن میں کورونا وائرس کی تصدیق کے بعد ایک اور لیجنڈ اداکار انوپم کھیر کی والدہ کو بھی,urd,com,Com,fake news,f8ef3aec-7b99-4dfe-bb95-9060ebc5054e,article,MassiveSum
https://dailypakistan.com.pk/12-Oct-2019/1033382,,عمران خان کے دورہ ایران سے متعلق ایرانی وزیر خارجہ کا موقف بھی سامنے آ گیا,,"تہران (ڈیلی پاکستان آن لائن)ایران کے وزیر خارجہ جواد ظریف نے کہا ہے کہ سعودی عرب ہمارا ہمسایہ ملک ہے ،سعودی عرب کیساتھ ثالثی کے تحت بات چیت کو تیار ہیں ،سعودی عرب کیساتھ ثالثی کروانے پر پاکستانی کردار کی حمایت کرتے ہیں ۔

ایرانی وزیر خارجہ جواد ظریف نے ترک میڈیا کو انٹر ویو دیا جس دوران صحافی نے ان سے وزیراعظم عمران خان کے دورہ ایران سے متعلق سوال بھی کیا ، جواد ظریف نے جواب دیتے ہوئے عمران خان کی ایران سعودیہ ثالثی کیلئے کوشش کا خیر مقدم کیا ۔ان کا کہناتھا کہ سعودی عرب اور ایران کے پاس بات چیت کے علاوہ دوسری چوائس نہیں ہے ، ہمیشہ سے ہی پڑوسی ملک سعودی عرب کے ساتھ ثالثی یا مذاکرات کیلئے تیار ہیں ، ہم سعودی عب کے ساتھ مذاکرات کیلئے تیار ہیں ، سعودی عرب ہمارا ہمسایہ ملک ہے ، ہم نے کبھی ثالثی کو مسترد نہیں کیا ہے ۔

یاد رہے کہ وزیراعظم عمران خان حال ہی میں چین کا دورہ مکمل کرنے کے بعد وطن واپس پہنچے ہیں تاہم یہ خبریں بھی آ رہی تھیں کہ وہ چین سے سیدھے سعودی عرب چلے جائیں گے لیکن اب بتایا جارہاہے کہ وہ سعودی عرب کے بعد ایران کا بھی دورہ کریں گے ۔",تہران (ڈیلی پاکستان آن لائن)ایران کے وزیر خارجہ جواد ظریف نے کہا ہے کہ سعودی عرب ہمارا ہمسایہ ملک ہے ،سعودی عرب کیساتھ ثالثی کے تحت بات چیت کو تیار ہیں ،سعودی,urd,com,Com,fake news,cd02dce3-69f8-4779-a2ac-0a35e425cddf,article,MassiveSum
https://www.dw.com/ur/%D8%AC%D8%B1%D9%85%D9%86%DB%8C-%D9%85%DB%8C%DA%BA-%D8%A8%DB%8C%D8%B4-%D9%82%DB%8C%D9%85%D8%AA-%D9%81%D9%86-%D9%BE%D8%A7%D8%B1%DB%92-%D8%A8%D8%B1%D8%A2%D9%85%D8%AF-%DA%A9%D8%B1-%D9%84%DB%8C%DB%92-%DA%AF%D8%A6%DB%92/a-17201959,,جرمنی میں بیش قیمت فن پارے برآمد کر لیے گئے,,"جرمن ہفت روزہ فوکس کے مطابق پولیس نے یہ فن پارے میونخ کے ایک فلیٹ سے برآمد کیے۔ خبر رساں ادارے اے ایف پی نے اس میگزین کے حوالے سے بتایا ہے کہ یہ پیٹنگز 2011ء میں میں اس وقت پولیس کے ہاتھ لگیں، جب وہ فن پارے جمع کرنے والے ہِلڈے برانڈ گُرلِٹ کے بیٹے کورنیلیئس گُرلِٹ کے ایک اپارٹمنٹ کی تلاشی لے رہی تھی۔ ہِلڈے برانڈ گُرلِٹ نے یہ پیٹنگز 1930ء اور 1940ء کے عرصے میں خریدی تھیں۔

فوکس کے مطابق کورنیلیئس گُرلِٹ پر ٹیکس چوری کا شبہ تھا اور اسی وجہ سے ان کے اپارٹمنٹ کی تلاشی لی گئی تھی۔ اس رپورٹ کے مطابق اس وقت ان پیٹنگز کی قیمت ایک ارب یورو ہو سکتی ہے۔

اس میگزین نے مزید بتایا ہے کہ یہ نمونے نصف صدی سے زائد عرصے سے گُرلِٹ کے اپارٹمنٹ کے ایک تاریک کمرے میں کباڑ کے ساتھ پڑے ہوئے تھے۔ کورنیلیئس گُرلِٹ بے روزگار تھے۔ انہوں نے کچھ پیٹنگز فروخت بھی کی تھیں اور وہ اس کے نتیجے میں حاصل ہونے والے پیسے پر ہی گزارا کر رہے تھے۔

خبر رساں ادارے ڈی پی اے کے مطابق جرمنی کے جنوبی شہر آؤگس برگ میں پیٹنگز کے اس معاملے سے وابستہ ایک وکیل استغاثہ نے اس رپورٹ پر بیان دینے سے انکار کیا ہے۔ فوکس کا کہنا ہے کہ اس وقت یہ پیٹنگز میونخ کے نواح میں کسٹمز کے ایک گودام میں محفوظ کی گئی ہیں۔

حالانکہ ہِلڈے برانڈ گُرلِٹ کی والدہ ایک یہودی تھیں، لیکن وہ فن پر گہری نظر رکھنے اور وسیع تر روابط کی وجہ سے حکام کے لیے ناگزیر بن چکے تھے۔ ہِٹلر کے پروپیگنڈا وزیر جوزف گوئبیلز نےگُرلِٹ کو آرٹ کے وہ نمونے برآمد کرنے کا انچارج بنا رکھا تھا جو نازی پارٹی کے خیال میں خراب ہو چکے تھے۔

اس مجموعے میں بیسویں صدی کے معروف مصوروں کے نمونے بھی شامل تھے۔ ان میں جرمن مصور ایمیل نولڈے، فرانس مارک، ماکس بیکمان اور ماکس لیبرمان شامل ہیں۔

برآمد کی گئی پیٹنگز میں سے ایک ہنری ماٹس کی ہے، جو آرٹ کے نمونے جمع کرنے والے ایک یہودی شخص پال روزینبرگ کی ملکیت رہی تھی۔

روزینزبرگ اپنا مجموعہ چھوڑ کر پیرس سے فرار ہو گئے تھے۔ وہ فرانسیسی سیاستدان اور آئی ایم ایف کے سابق سربراہ ڈومنیک سٹراؤس کان کی سابق اہلیہ آن سنکلیر کے دادا تھے۔

خیال رہے کہ نازیوں نے جرمنی اور یورپ کے دیگر ملکوں میں دوسری عالمی جنگ سے پہلے اور اس جنگ کے دوران بڑے پیمانے پر فن کے نمونے لوُٹے۔ انہوں نے بالخصوص یہودیوں سے یہ نمونے قبضے میں لیے یا انہیں انتہائی کم قیمت پر اپنے مجموعے فروخت کرنے پر مجبور کیا۔",جرمنی میں تقریباﹰ ڈیڑھ ہزار بیش قیمت فن پارے برآمد کیے گئے ہیں۔ ان میں پابلو پیکاسو اور ہنری ماٹس کی پیٹنگز بھی شامل ہیں۔ بتایا گیا ہے کہ یہ نمونے نازیوں نے چرائے تھے۔,urd,dw,DW,fake news,49626968-73db-4922-910c-0ba0b46e7e52,article,MassiveSum
https://www.nawaiwaqt.com.pk/03-Jun-2010/13165,,پنجابی شاعر ڈاکٹر فقیر محمد فقیر کا یوم پیدائش پرسوں منایا جائے گا,,"Jun 03, 2010 10:19 AM, June 03, 2010",پنجابی شاعر ڈاکٹر فقیر محمد فقیر کا یوم پیدائش پرسوں منایا جائے گا,urd,com,Com,fake news,15a14fe7-1c77-4f66-8b51-1121d2eb3080,article,MassiveSum
https://dailypakistan.com.pk/13-Feb-2020/1092355,https://dailypakistan.com.pk/13-Feb-2020/1092355,چودھری شجاعت کی عمرہ ادائیگی کے بعد روضہ رسولؐ پر,,"Feb 13, 2020 5:17 AM, February 13, 2020",مدینہ منورہ (آئی این پی) صدر مسلم لیگ قائداعظم چودھری شجاعت نے عمرے کی ادائیگی کے بعد,urd,com,Com,fake news,4e94ef13-6503-4420-8701-649b7c0fffac,article,MassiveSum
https://www.urduvoa.com/a/somalia-food-26jul11-126162968/1135036.html,https://www.urduvoa.com/a/somalia-food-26jul11-126162968/1135036.html,صومالیہ اورقرنِ افریقہ کوہنگامی بنیادوں پر خوراک کی فراہمی منگل کو متوقع,,"اقوامِ متحدہ کا ادارہ برائے خوراک (ڈبلیو ایف پی) منگل سے صومالیہ میں فضائی راستے سے امدادی سامان پہنچانے کے مشن کا آغازکر رہا ہے۔

ادارے کی ایگزیکٹو ڈائریکٹر جوسیٹ شیران کے مطابق اقوامِ متحدہ کی جانب سے صومالیہ کے دو جنوبی علاقوں کو قحط زدہ قرار دیے جانے کے بعد ملک میں فضائی ذریعے سے غذائی اشیاء پہنچانے کا یہ پہلا مشن ہوگا۔

عالمی ادارے کا کہنا ہے کہ قرنِ افریقہ میں رہنے والے لاکھوں افراد کو غذائی قلت سے محفوظ رکھنے کے لیے ایک ""بہت بڑی"" امدادی کارروائی کی ضرورت ہے۔

ادارہ برائے خوراک کے اعلان کے مطابق اس کی جانب سے صومالی دارالحکومت موغادیشو کے علاوہ مشرقی ایتھوپیا اور شمالی کینیا میں بھی فضائی راستے سے غذائی اشیاء کی فراہمی کے عمل کا آغاز منگل سے ہوگا۔

اس سے قبل پیر کو عالمی ادارے نے قحط زدہ علاقوں کی صورتِ حال پر غور کے لیے روم میں ایک ہنگامی اجلاس منعقد کیا تھا جس سے خطاب کرتے ہوئے اقوامِ متحدہ کے ادارہ برائے خوارک و زراعت کے سربراہ جیکوس ڈیوف نے گزشتہ 60 برسوں میں بدترین خشک سالی کا سامنا کرنے والے خطے کی صورتِ حال کو تباہ کن قرار دیا تھا۔

خطے میں امدادی سرگرمیوں کے لیے فنڈز کے حصول کی غرض سے ایک عالمی ڈونرز کانفرنس بدھ کو کینیا کے دارالحکومت نیروبی میں ہورہی ہے جہاں 'ڈبلیو ایف پی' کی جانب سے خوراک کی کمی کا شکار خطے کے ایک کروڑ 10 لاکھ سے زائد افراد تک امداد پہنچانے کے لیے درکار 1 ارب 60 کروڑ ڈالرز کی اپیل کی جائے گی۔

صومالیہ کو حالیہ قحط سالی کا مرکز قرار دیا جا رہا ہے جہاں 'ڈبلیو ایف پی' کی ڈائریکٹر کے بقول ایک تہائی کے لگ بھگ آبادی غذائی کمی کا شکار ہے۔

جوسیٹ شیران کا کہنا ہے کہ صومالیہ میں غذائی قلت کی سطح انتہائی بلند ہے جہاں سے پڑوسی ملک کینیا میں قائم پناہ گزین کیمپوں کی جانب جانے والی بھوک کا شکار مائیں اپنے بچے سڑک کے کنارے چھوڑ جانے پر مجبور ہورہی ہیں۔

عالمی امدادی ایجنسیوں کی جنوبی صومالیہ کے علاقوں تک رسائی القاعدہ سے منسلک مقامی شدت پسند گروپ 'الشباب' کے باعث بھی متاثر ہورہی ہے جو خطے کے بیشتر علاقوں پر قابض ہے۔ شدت پسند تنظیم اس سے قبل ماضی میں امدادی اداروں کو دھمکیاں دیتی آئی ہے اور اس کی جانب سے تردید کی گئی ہے کہ علاقہ میں قحط کی صورتِ حال موجود نہیں۔","عالمی ادارے کا کہنا ہے کہ قرنِ افریقہ میں رہنے والے لاکھوں افراد کو غذائی قلت سے محفوظ رکھنے کے لیے ایک ""بہت بڑی"" امدادی کارروائی کی ضرورت ہے۔",urd,urduvoa,Urdu VOA,fake news,4dbd1bdb-5cd6-442b-9550-6f8adfdd9678,article,MassiveSum
