uuid,content,summary,language,organization,content_type,dataset
b713d280-2cc8-40a5-b58e-5b2647951143,"Manchester United's players will be worried about facing recently promoted QPR at Old Trafford on Sunday, according to Hoops owner Tony Fernandes. Louis van Gaal's side are without a win in their opening three Premier League games and also suffered a humiliating 4-0 defeat to League One side MK Dons in the second round of the Capital One Cup. And Fernandes, who watched his side beat Sunderland 1-0 at Loftus Road before the international break, believes his side should be confident when they take on the Red Devils. VIDEO Scroll down to watch QPR facing possible Football League ban . Confident: QPR owner Tony Fernandes believes Manchester United will be nervous at Old Trafford on Sunday . Big money: United midfielder Angel di Maria cost more than QPR's entire squad, according to Fernandes . Difficult start: Louis van Gaal has not won any of his three Premier League games in charge of United . He told the London Evening Standard: 'United have one player (Angel di Maria) worth more than my squad but they have not won yet. We have. Right now they will be nervous about playing us.' Harry Redknapp's side began the season with defeats to Hull and Tottenham, but Fernandes is sure his experienced manager is the right man to ensure survival. Fernandes added: 'Let's not make any bones about it. Our ambition is to survive. Fourth from bottom will do, absolutely. Harry told me, 'We're going to be fine'.' Experienced: Hoops boss Harry Redknapp (right) has assured Fernandes that QPR will be 'fine' this season . Frustrated figures: Darren Fletcher and Co will not want to play QPR after failing to win, insists Fernandes . VIDEO QPR facing possible Football League ban .","QPR travel to Old Trafford to face Manchester United on Sunday .
Hoops owner Tony Fernandes believes United's players will be 'nervous'
Louis van Gaal's side have drawn two and lost one of their three Premier League games this season .
The Red Devils also went down 4-0 to League One MK Dons in the Capital One Cup second round .
Fernandes admits survival is QPR's only goal this season .",eng,CNN,article,DialyNews
7dd812f3-5710-4a1d-bb8b-861fbecb4e44,"An extreme snowmobiler who plunged into a freezing ravine says he was so certain that he would die that he wrote goodbye letters to his wife and children. But 33 hours after Barry Sadler fell 3,000 feet into a creek in northwestern Montana on Sunday, his friends miraculously found him alive after following his tracks and directed him out to safety. Sadler - who even put on goggles so crows wouldn't peck out his eyes when he died - did not think he would live to tell the tale. 'When you're an extreme snowmobiler and you get lost, you're usually dead,' the 54-year-old told KECI-TV. 'You're going places where people won't go - where people shouldn't go.' Lucky to be alive: Barry Sadler, 54, fell into a creek in Montana on Sunday after he was snowmobiling along a steep ridge. He thought he would not survive, so wrote goodbye notes to his wife and three children . The bodybuilder and MMA fighter, from Mullan, Idaho, was 'side-hilling' - snowmobiling along a steep ridge with one ski in the snow and one in the air - with friends when he took one wrong turn and the snow suddenly dropped out beneath him, he said. He dropped down a chute and into the ravine, landing in a creek with his snowmobile on top of him and breaking some bones in his hands. He was able to push away the sled, and switched on its engine for heat every 90 minutes over the next 30-plus hours - until it ran out of gas at around 10pm Monday. As part of his extreme mindset, he had also climbed on the snowmobile without survival gear or water. At one point he even accepted he might die from carbon monoxide poisoning because, when his snowmobile did have gas, he was getting so close to it to keep warm. Brutal: He fell into a ravine in northwestern Montana, pictured, but was found by friends 33 hours later . Final moments: He switched on his snowmobile (pictured) intermittently for heat and huddled beneath it for protection, but thought he would die. He even put on goggles so birds would not pluck out his eyes . Back home: Sadler is pictured enjoying being back home in Mullan, Idaho after five friends followed his tracks into the ravine and found him. They managed to pull him out and trek off the mountain . Certain he would never be found alive, he wrote goodbye notes to his wife and three children, aged 20, 18 and 16, on his cellphone and placed it in his jacket's inside pocket. 'I'm not a quitter,' he said. 'But I knew there was no way I was coming out of there.' Speaking to KHQ, he recalled the pain of feeling as if he was freezing to death. 'It's not quick. It's drawn out, and you're shaking so violently it hurts,' he said. But about two hours after his gas ran out, five friends who had followed his snowmobile track hiked into the ravine and rescued him. 'These guys shook me,' he said. 'I wake up, and all I see are two lights, and I thought they were angels. And I was kind of out of it, and the only thing I asked was, ""What are you guys doing here?""' The men gave him dry clothes, blankets and food, but they were still a long way from home. Fighting fit: Sadler, pictured in his gym in 2011, is a bodybuilder and extreme sportsman - but was scolded by sheriff's deputies for choosing to ride his snowmobile without proper gear or water . Relief: His relieved wife Dana said she believed her husband was alive 'by the grace of God' It took five hours to hike out of the drainage, and they had to walk another two miles to reach the snowmobiles. They then rode an additional six miles to Sadler's house. 'It was everything I could do to hold on,' Sadler told the Shoshone News-Press. Sadler suffered some broken bones in his hands, frostbite, hypothermia and dehydration but is now back home with his wife, Dana. He predicts he'll be healthy enough to be back on his snowmobile in about a month. Dana told KECI she believes her husband only survived 'by the grace of God... and really good friends'. Two sheriff's deputies involved in the search scolded Sadler for riding by himself and without survival gear, an avalanche beacon or a satellite locator.","Barry Sadler was snowmobiling with friends in Montana on Sunday when he took a wrong turn and fell 3,000ft down a chute and into a creek .
The bodybuilder and extreme sportsman had no gear or water with him but switched on the snowmobile intermittently to help him warm up .
He accepted he was going to die so wrote goodbye notes to his wife and three children and put on goggles to prevent birds pecking out his eyes .
But two hours after his gas ran out, his friends found him by following his prints in the snow and helped him hike out to safety .
He had hypothermia, a few broken bones and frostbite but is recovering .
Sheriff's deputies scolded him for not being better prepared .",eng,CNN,article,DialyNews
815c2388-4d1b-43fa-9ab1-cab32e0677e4,"Hostile: Bar owner Gareth Sale arrives at court accused of turning an air rifle on his customers . An English pub landlord pulled a gun on customers after they tried to order drinks in Welsh, a court heard. Gareth Sale became involved in a heated row with drinkers days after taking over the Royal Oak pub in Penrhyndeudraeth, Gwynedd. The 26-year-old landlord allegedly . produced an air rifle after taking exception at locals trying to order . drinks in their native language. Mr . Sale, along with his partner who were new to the area and didn't speak . Welsh, asked their customers to order drinks in English. But . when customers ordered in Welsh, Mr Sale ejected a group from the pub while brandishing an air rifle loaded with a gas canister, a jury were . told. The young landlord is said to have remarked after producing the gun: 'I just want to f****** scare them.' Sion ap Mihangel, prosecuting, told . the court: 'The defendant denies the charge. His case is as they were . new to the area and didn't speak Welsh they asked their customers to . order their drinks in English. 'Some of their drinkers had taken offence and became aggressive. A crowd had gathered outside and he feared for his safety.' Caernarfon . Crown Court heard that the landlady had become involved in a heated . discussion with locals about ordering in Welsh as she 'could not . understand it'. She is said to have remarked: 'Welcome to f****** Wales. What a lovely reception you are giving us.' Sale disputed that the weapon came out . of its case and would have been seen out of it or that he said he . intended to frighten anyone. Customers . were told to leave and the doors were locked. But there was banging on . doors and windows. Sale was told by a man that he couldn't throw people . out for ordering in Welsh. Row: Gareth Sale became involved in a heated argument with customers at the Royal Oak after they ordered drinks in Welsh . But he allegedly replied that he had a Japanese Akita dog and guns and people should know this. The prosecution claim he fetched the rifle. Mr . ap Mihangel said police went to the public house that night and spoke . to the defendant and his partner, who had been drinking. A jury at Caerarfon Crown Court heard the pair had taken over the Royal Oak pub, but objected to customers ordering drinks in their native language . The prosecutor added : 'There is no issue that night there had been a disagreement at the bar regarding the use of the Welsh language. That is what triggered this incident.' Sale told police he had been drinking vodka and Coke, and his partner had significantly more alcohol and was argumentative with locals. Sale, of Dunston, Gateshead, denies possessing a firearm with intent to cause fear of violence on June 18 last year. He said he feared for his safety and accepted his actions were 'foolish.' The trial continues. Sorry we are not currently accepting comments on this article.","Gareth Sale allegedly brandished air rifle at locals after row last year .
26-year-old said to have remarked: 'I just want to f****** scare them'",eng,CNN,article,DialyNews
9adc6db7-a683-41b0-a084-a5fda133b5a9,"Agencies The holidays are almost here. This involves the debut of fresh Christmas-themed television shows, films, and specials. We'll list everything that  Netflix  will be releasing in the upcoming week below. 1. “Family Switch” [November 30th] The Walker family, who all switch and change bodies after meeting an odd astrological reader, is the subject of the film. Several well-known actors are in the cast, including  Brady  Noon, Jennifer Garner, Ed Helms, Emma Myers, and Rita Moreno. 2. “Christmas As Usual” [December 6th] This new romantic comedy from writer/director Petter Holmsen comes fresh out of the Nordic region, more specifically from Norway. Ida Ursin-Holm, Mads Sjøgård Pettersen, and Kanan Gill will be the main stars. 3. “YOH Christmas” [December 15th] A brand-new South African television series with a festive theme, created by BBZEE Productions' Johnny Barbuzano, Tiffany Barbuzano, and Morishe Matlejoane. A single woman who has achieved success everywhere but love is the subject of the new television series, according to the sources. 4. “That Christmas” When it comes to Christmas animation, Netflix has had a few major hits. One of their best animated Christmas films to date is  Klaus , which is also one of their best-ever productions overall. Along with DNEG, Locksmith Animation is the creator of the new animated film. This is on top of the Italian comedy series I Hate Christmas (Season 2). Disclaimer Statement:  This content is authored by a 3rd party. The views expressed here are that of the respective authors/ entities and do not represent the views of Economic Times (ET). ET does not guarantee, vouch for or endorse any of its contents nor is responsible for them in any manner whatsoever. Please take all steps necessary to ascertain that any information and content provided is correct, updated, and verified. ET hereby disclaims any and all warranties, express or implied, relating to the report and any content therein. Experience Your Economic Times Newspaper, The Digital Way! Wednesday, 08 Nov, 2023 Read Complete ePaper  » Digital View Print View Wealth Edition FMCG Sales Climb as Rural Demand Sees Green Shoots India’s packaged consumer goods grew 9% by value and 8.6% by volume in the September quarter from the year earlier, aided by higher spending in rural India for both essentials and discretionary products, researcher NielsenIQ said.  In India, 200 M Users is a Relatively Small Number; We’ve Room to Grow Snap Inc, parent company of messaging app Snapchat, made news for doubling its user base in India to 200 million within the space of a year, buoyed by greater adoption of new products such as short video offering Spotlight that is taking on the likes of Instagram Reels and YouTube Shorts. Capex Hikes may Go in Slow Lane to Trim Fiscal Deficit The finance ministry has started discussions on reducing the pace of increase in capital spending in the interim budget for FY25 to align expenditure with the proposed fiscal consolidation glide path, said an official aware of the talks. Read More News on netflix new releases 2023 netflix new releases New Christmas films klaus new releases on netflix 2023 YOH Christmas Family Switch Christmas As Usual That Christmas (Catch all the  US News ,  UK News ,  Canada News , International Breaking News Events, and Latest News Updates on The Economic Times.)   Download The Economic Times News App to get Daily  International News  Updates. ... more less Prime Exclusives Investment Ideas Stock Report Plus ePaper Wealth Edition Show me the money: why telecom and OTT companies are sparring over a regulatory mechanism Baap of Chart episode: how greed, need for instant gratification lead traders into a deadly trap Streamcast story, Rolta link, mismatched numbers: Defogging the haze around Varanium Cloud What’s choking Delhi? Farm fire isn’t the only villain burning a USD150 billion hole in the economy 3 insights to kick-start your day, featuring SoftBank’s biggest loss Stock Radar: Tata Consumer gives a breakout from bullish Pennant formation; likely to top Rs 1000 level soon 1 2 3 View all Stories","The holidays are almost here. This involves the debut of fresh Christmas-themed television shows, films, and specials. We'll list everything that Netflix will be releasing in the upcoming week below.… [+1198 chars]",eng,The Times of India,article,GlobalNews
8d6e11f0-e3e9-4522-9399-4c9c456325af,"Reading a map on a smartphone can be distracting and cumbersome. But now two engineers have created a shoe that can guide the wearer by simply vibrating. The footwear’s investors claim they have created the world’s first 'haptic feedback shoe' and while they initially designed it to be used by the visually impaired, they think their technology could prove useful to anyone navigating their way around a new city. Scroll down for video . The Lechal shoe (pictured) is the brainchild of engineers Anirudh Sharma and Krispian Lawrence, who originally designed it to help the estimated 285million visually impaired people across the globe . Navigation: The shoes use haptic feedback (vibrations) to tell a wearer which way to turn to reach their destination. They can do this as they are linked to a smartphone via Bluetooth to ascertain the wear's location and destination. The shoes and insoles were orginally designed to help visually-impaired people. Connectivity: The shoes will work with iOs, Android and Windows smartphones. Charging: The shoes and insoles contain rechargeable vibrating units that work with a USB charger that can be switched on and off using voice controls and finger clicking. Fitness: Lechal shoes and insoles can also count steps and calories burned with the help of an accompanying app. Workouts can be created by individuals and goals set. Cost: The shoes and insoles are available to pre-order and cost $100. The Lechal shoe is the brainchild of Anirudh Sharma and Krispian Lawrence, engineering graduates from the University of Michigan, Ann Arbor and MIT, who now live in Bangalore, India and originally designed it to help the estimated 285 million visually impaired people across the globe. The shoes will be connected to a user’s smartphone via a Bluetooth connection to work out a person’s location as well as their destination. This information means the shoes will 'know' when to tell the wearer to turn left or right and they will vibrate accordingly – the left shoe to indicate a left turn, for example. While this could prove very useful for visually impaired people who can struggle to navigate cities, the duo have made their shoes available for pre-order to everyone as they think the footwear will make it easier for people to find their way around hands-free without having to read a map on their smartphone. The shoe's name comes means ‘Take me there’ in Hindi. Polyurethane insoles (pictured) have also been designed to fit inside any pair of shoes and feature the same technology as the shoes. The insoles buzz to indicate whether the wearer should turn left or right . The shoes and insoles contain an electronic module (pictured) that includes a vibrating unit, chip and battery that can be removed to be charged and come with a USB charger that can be switched on and off using voice controls and finger clicking . Polyurethane insoles have also been designed to fit inside any pair of shoes and feature the same technology as the shoes. They contain an electronic module that includes a vibrating unit, chip and battery that can be removed to be charged and come with a USB charger that can be switched on and off using voice controls and finger clicking. These features will also make it user friendly for visually impaired people and the fully-charged units can be used for three days of navigation. The shoes are designed for visually impaired people to be used alongside a cane (pictured) While they cannot look out for traffic like a guide dog, the shoes buzz to indicate whether a wearer should turn left or right and can lead them to their destination . The shoes (pictured) and insoles are available for pre-order for $100 and can also be used as a fitness device alongside an app, which is able to track calories and routes . People will also be able to use the Lechal shoes and insoles as a fitness system to count steps and calories burned, as well as create their own workouts. A wearer will be able to tap their foot to tag a location and set goals and the shoes can also buzz when a runner goes past a place of interest. While the shoes are designed to be used by everyone, they are principally made for the blind and profits made will be used to subsidise pairs of shoes for underprivileged visually impaired people. They are now available for pre-order on the company' website and both the insoles and the shoes will cost $100, according to Gizmag. The hi-tech footwear could make it easier for people to find their way around a new city hands-free without having to read a map on their smartphone (illustrated) A Sydney-based fashion and technology company has created the Navigate jacket that comes with a GPS unit built into the sleeves. As the wearer walks, drives or cycles, either the left or right sleeve vibrates to tell them which way to turn. If the turning is on the left, the left shoulder of the jacket vibrates, and vice versa if the turning is on the right. To create the jacket, electronic circuits and LEDs were sewn into the sleeves. The wearer programs their destination using a custom-made mapping app that connects wirelessly to the jacket. As the wearer moves, the LEDs in the jacket's sleeves light up to warn them they are approaching a turning. Each sleeve is fitted with five lights and the number of illuminated lights decrease the closer the wearer gets to this turning.","The Lechal shoe is the brainchild of two engineering students in Bangalore India and was originally designed to help visually impaired people .
Shoes are connected to a user’s smartphone via Bluetooth to ascertain a person’s current location as well as their destination .
They vibrate to tell the wearer to turn left or right .
Shoes and insoles can be pre-ordered for $100 .",eng,CNN,article,DialyNews
4ab07e4e-8c0c-4201-acd0-992a2098cb3c,"By . Harriet Arkell . PUBLISHED: . 10:10 EST, 8 May 2013 . | . UPDATED: . 11:22 EST, 8 May 2013 . If you think winning at bingo or the lottery is simply down to chance, think again. Lucky people tend to have similar features, according to new research, which also shows you'll have a better chance of winning if you live in Stoke-on-Trent. A bingo firm studied the facial features of winners across the country and discovered that many of them shared characteristics which they then built into one 'lucky' face for each sex. Female winners look like the mocked-up face on the left, while male winners resemble the man on the right . Women who win tend to share the same face shape as Olympic hero Jessica Ennis, and mouths like Oscar-winning actress Kate Winslet.  They also have hair like Dame Helen Mirren, eyes like singer Adele, and a nose like Kate Moss. Male winners tended to have faces shaped like dancer Louis Smith, hair like Daniel Craig, and a beard like that worn by business mogul Alan Sugar.  Having Simon Cowell's smile, Alan Carr's nose, and David Beckham's eyes will also give you a better chance, apparently. The data from Gala Bingo also shows that the luckiest age is 37 for women and 58 for men while the luckiest region in the UK is Central Scotland, followed by the South West and Lancashire. The luckiest town in the UK is Stoke-on-Trent. The UK's luckiest town is Stoke-on-Trent apparently, and if you're 37 and have hair like Helen Mirren, you're in . Alison Digges, director of Galabingo.com, said the firm decided to study the facial features of winners when they realised they often looked similar. She added: 'We’re well used to seeing the fantastic expressions on our members’ faces when they realise they’ve won. 'It’s a real perk of the job to be a part of the smiles and laughter and tears of joy.' Kate Winslet's mouth and David Beckham's eyes are signs of a lucky person, Gala Bingo research shows .","Lucky women tend to have hair like Helen Mirren and Kate Moss' mouth .
Winning men often have Daniel Craig's hair and Simon Cowell's smile .
And the luckiest town to live in is Stoke-on-Trent, says bingo firm Gala .",eng,CNN,article,DialyNews
cf63470e-cafa-4ef3-b79b-11dd5ad18361,"Discredited vocational qualifications that teach basic career planning and even how to claim benefits will today be downgraded to push more students into traditional subjects. So-called ‘personal effectiveness’ courses will be removed from the list of approved qualifications by Education Secretary Nicky Morgan. She said it was ‘unimaginable’ they had been deemed equivalent to an AS-level in subjects such as physics or maths. Exams: Discredited vocational qualifications that teach basic career planning and even how to claim benefits will today be downgraded to push more students into traditional subjects (stock photograph) Schools and colleges have been encouraged to enter children for easy exams to boost their own performance rankings, leaving youngsters ill-equipped for the workplace. Mrs Morgan told the Mail it was ‘frankly ridiculous’ that personal effectiveness still existed as a stand alone qualification. She added: ‘I’ll strip out every poor-quality course to ensure [children] have access to the highest standard of qualifications.’ 'Frankly ridiculous': So-called ‘personal effectiveness’ courses will be removed from the list of approved qualifications by Education Secretary Nicky Morgan (pictured) Personal effectiveness courses cover topics such as citizenship and work-related learning. Courses previously excluded from league tables include: . One included material telling students how to ‘find out what benefits you are entitled to if you are unemployed’ or how to ‘obtain information’ by ‘using the telephone’. Last year, qualifications in ‘UV Tanning’ and ‘Mentoring and Befriending’ were removed from the approved list. A report by education expert Professor Alison Wolf found that up to a third of the non-academic courses introduced under Labour and taken by 400,000 16 to 19 year-olds were ‘pointless’. Since the Coalition came to power in 2010, the proportion of pupils studying core academic subjects at GCSE has gone up by 60 per cent. * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * . Teenagers have been urged to aim higher in their degree course applications after top universities dropped their entry requirements. The chances of a B-grade applicant winning a place at an elite institution have doubled as universities battle to ensure their places are filled after tuition fees rose to £9,000 a year. Mary Curnock Cook of admissions service UCAS said ‘potential students could afford to be more ambitious’.","Nicky Morgan will remove courses  from list of approved qualifications .
It is 'unimaginable' they were deemed equivalent to AS-level in maths .
Easy exams can boost schools and colleges' performance rankings .
But this method can leave youngsters ill-equipped for the workplace .",eng,CNN,article,DialyNews
ac0f6b08-d583-46ff-b58e-468b2839af67,"By . Daily Mail Reporter and Leah Simpson . PUBLISHED: . 14:37 EST, 8 July 2012 . | . UPDATED: . 09:52 EST, 9 July 2012 . Usher's 11-year-old stepson 'has been declared brain dead by doctors' following a jet ski accident yesterday. TMZ reports that Kyle Glover, the son of Usher's ex-wife Tameka 'has not experienced any brain activity' since he was admitted to hospital. According to the website, a decision has yet to be made whether to take Kyle off life support. Trauma: The 11-year-old stepson of Usher pictured with wife Tameka back . in 2008, has been declared 'brain dead' by doctors after a jet ski . accident . Critical: The child was taken to the Children's Healthcare unit at Egelston Hospital in Atlanta . Usher is reported to have arrived at the hospital last night to join his former wife at her son's bedside. Tameka has spoken to Radaronline since the accident, telling the website that her son is not doing well. 'He’s bad,' she said. The mother-of-five also posted a message on her Facebook page thanking friends and fans for their support. 'Kyle, You are strong.. You'll be saved I know it. I love you my baby. I need all #Prayers for my son! thanks you everybody!' she wrote. Scene of tragedy: Kyle was enjoying himself at Lake Lanier in Georgia, his father Ryan lives in Atlanta . The schoolboy was struck in the head by a 38-year-old man riding a jet ski as he rode an inner tube towed by a speedboat on Lake Lanier in Atlanta, Georgia. He was unresponsive when he was rescued from the water. A 15-year-old female companion is also reported to have been struck. The accident is now being investigated, with the Department of Natural Resource in Atlanta launching an inquiry. They plan to recreate the incident to help determine what happened. The . Wildlife Resources Division department's Critical Incident Response . Team will use special computer programs to help them determine how fast . the boats were going at the time of the accident. Critical: Usher, pictured with Tameka back in 2008, with three of his stepsons, including Kyle who is is said to be carrying . Robin . Hill, a representative for the organisation confirmed that rangers have . been in touch with the driver of the jet ski and remain in contact with . him. They will hand their recommendation over to the district attorney who can then decide whether or not to file charges, once the department has completed their investigation. Usher, 33, split from Tameka back in 2009 with their divorce finalised later that year. The superstar singer is said to have chartered a plane for Tameka, who was out of town, to be at her son's bedside at the Children's Healthcare at Egelston Hospital yesterday. Tameka, who has two children by the singer, Usher Raymond VI, four and three-year-old Naviyd Ely Raymond, was reported by TMZ sources to be 'extremely thankful' for the gesture and 'rushed immediately to be with her son.' Kyle is one of two sons Tameka had by Atlanta clothier Ryan Glover. She gave birth to her first son as a teenager. Showbiz roundup! Angie's Bosnia honours, Nolan's walk of fame & Borgnine remembered...","Usher chartered a plane to transport mother Tameka to Kyle's bedside .
Struck on the head by passing jet-ski while he was riding an inner tube on Lake Lanier .
He has not experienced any 'brain activity' since the accident .",eng,CNN,article,DialyNews
afd7cd1d-3548-42c1-9910-4e26ab128130,"(CNN) -- A leading figure in the party poised to head Italy's next government says a return for the country's previous Prime Minister, controversial politician Silvio Berlusconi, would be a ""disaster."" Democratic Party Vice Secretary Enrico Letta's comments come as Berlusconi's popularity surges in the Italian electoral polls after seemingly being out of the race. In an interview with CNN, Letta said incumbent Prime Minister Mario Monti cannot win the election and it is now a straight race between Berlusconi and Bersani. A victory for Berlusconi ""would create mistrust between Italy, its European partners and the markets,"" Letta told CNN. Italy's economy is experiencing a period of relative calm as government bond yields remain well below the critical 7% level and Monti's austerity measures begin to take effect. Read more: Can a Bersani-Monti coalition work for Italian economy? With a contracting economy and GDP falling 0.9% in the fourth quarter of 2012; Italy is still grappling with the economic mess Silvio Berlusconi left in his wake before resigning in late 2011. The media tycoon and owner of soccer club AC Milan -- who previously served three terms as prime minister -- was forced to step down amid an escalating eurozone debt crisis and personal legal battles. Letta added: ""The only way to avoid any risk to the Italian economy is a victory for the Democratic Party."" Italians will take to the voting stations this weekend to decide which candidate will lead a country, struggling to emerge from a financial crisis that has plagued the 17-nation eurozone for three years. Bersani is currently leading the polls with Berlusconi trailing by 5 to 7 points. But Deborah Bergamini, a parliamentarian and member of Berlusconi's PDL party, is expecting a ""surprise"" result on February 25. She rejected Letta's assertion that a return for the 76-year-old Berlusconi would destabilize Italy's economy. Speaking to CNN, Bergamini said: ""Berlusconi can definitely win. We are gaining ground... financial markets don't care at all about single heads of governments."" A Bersani government is the true threat to Italy's economic recovery, according to Bergamini, as the Democratic Party could adopt hard-left policies that tax the middle class and punish big businesses. ""There are many similarities with Bersani and what is going on in France... we are very worried,"" she added. With a population of over 60 million, Italy -- the eurozone's third-largest economy -- has an unemployment rate of 11.2% with public debt to GDP forecast to rise to 128% this year, according to the European Commission. Read more: Will Monte Paschi banking scandal throw open Italy's election race? Nicholas Spiro, managing director of Spiro Sovereign Strategy, told CNN that a year ago Italy's economy was ""falling off a cliff"" and the investment community is showing ""complacency"" over the prospect of a Berlusconi return. Spiro says the embattled politician could do very well in the election due to the ""huge"" number of undecided Italian voters. He added: ""The fact that he has put the center-right alliance in contention is reason enough to doubt the prospects for post-election stability."" The election outcome is crucial to the eurozone's austerity agenda and ""it's going to be a damning verdict,"" says Spiro. Adding that if Berlusconi can form a government there will be an ""almighty sell-off"" in the bond markets.","Democratic Party deputy Enrico Letta's comments come as Berlusconi's popularity surges .
The media tycoon and owner of soccer club AC Milan was forced to step down in 2011 .
Large number of undecided voters could provide election surprise, says Nicholas Spiro .",eng,CNN,article,DialyNews
2ae7aa65-c498-45ca-99db-a78ab83864dc,"In recent years, the quest for eternal lifehas become big business, as a growing number of biotechnology start-ups race to develop a drug which can prevent aging. Many of them are funded by Silicon Valley billionaires who hope to be the first humans to live forever, and who have personally committed to strict health regimes in the hope of achieving this goal. While the technology may be new, the quest for longevity is not. Indeed, it was also an obsession of elite medieval Europeans. Then and now, the quest for immortality is based on optimizing the body, using lifestyle changes and more outlandish techniques, in an attempt to prolong life beyond its usual span. And yet, the lesson, then and now, seems to be that the quest for immortality is less about advancing scientific knowledge for the good of all mankind, and more about harnessing that knowledge for the benefit of the most privileged members of society. Read More:Why Americans Are Uniquely Afraid to Grow Old Although plague and other infectious diseases brought high death rates in medieval Europe, those who reached adulthood had a reasonable chance of surviving into their seventh or eighth decade; in some early 15th century Italian towns, around 15% of the population was over 60. Just like us, medieval people wanted to live long, healthy lives and hoped to emulate long-lived relatives. The 14th-century Italian poet Petrarch’s grandfather supposedly lived to be 104, while the Florentine politician Donato Velluti (1313-70) claimed that his ancestor Bonaccorso di Pietro (d. 1296) reached 120. In his final years, Velluti described him as blind and very stiff, but still active and sharp-minded. Indeed, medieval people believed that humans had the capacity to live for centuries, just as Biblical figures such as Noah and Methuselah did. This conviction fueled numerous attempts to work out how they could do so. Writing around 1460, the Italian physicianMichele Savonarola complainedthat, while the ancients thrived on acorns and chestnuts, the gluttony of modern people made them weak and vulnerable to disease. Sex was also a problem: the French rabbi David Kimhi (1160-1235) suggested that people in Genesis enjoyed long lives because they were not slaves to lechery. Modern longevity gurus typically offer their followersdetailed instructions on how to live their lives, and medieval people were equally convinced of the benefits of micromanaging one’s daily regime. Prevention was at the heart of medieval medical theory: it was widely believed that managing the six non-naturals (air and environment, food and drink, excretion, sleeping and waking, motion and rest, and the passions of the soul)would help an individual to remain healthy. Medieval medical experts stressed that such an approach became increasingly important later in life, because as a person aged, their body cooled and dried—and death occurred when all of their heat and moisture was used up. Few people believed that it was possible to stop this happening, but there was plenty of discussion about slowing the process down. Regimens such as Gabriele Zerbi’sGerontocomiaand Marsilio Ficino’sOn a Long Life(both published in 1489) included detailed, medically-informed advice on how to prolong one’s life. Some of their suggestions might seem ridiculous to modern readers. Zerbi, for instance, warned his readers to avoid both sneezing and sex, which dry out the body, as well as cutting fingernails under certain astrological combinations. Read more:The Man Who Thinks He Can Live Forever But much of their advice has persisted. Medieval doctors told their patients to exercise, get enough sleep, take care of one’s mental health, and avoid excessive alcohol consumption. Above all, it was important to eata healthy diet, a subject which is covered in exhaustive detail in both medieval and modern regimens. In addition, medieval people were intrigued by the possibilities of fasting. The elderly Petrarch, for example, decided to fast because many of the Desert Fathers (the early Christian hermits whose ascetic lifestyle proved the template for medieval monasticism) had lived to be over 100. The Italian priest-physician Marsilio Ficino recommended eating just two small meals a day, no more than nine hours apart. He also advised against eating too much meat, green fruits, and vegetables. Beyond diet and lifestyle choices, medieval longevity experts also believed in the rejuvenating potential of young blood. Marsilio Ficino suggested that the elderly could be reinvigorated with an infusion of youthful bodily fluids, which would provide much-needed heat and moisture. This might involve drinking the milk of a ""healthy, beautiful, cheerful and temperate"" girl, or sucking blood from a ""willing, healthy, happy and temperate"" youth through a small incision in his left arm. Slightly less gruesome strategies included rubbing fresh pig’s blood onto the stomach, or hugging ""a girl who is close to her menstruation"" as one slept. Increasingly, however, the ultimate ingredient for the medieval health freak was gold—a perfectly composed and virtually indestructible element which would help the human body to exist in a state of perfect health for many years. According to the papal physician Arnold of Villanova (d. 1311), many clerics sucked gold nuggets or drank potable gold with their meals. Confident that such practices would preserve their health and prolong their lives, they ""consider[ed] gold as the greatest secret they ever knew or possessed."" Three centuries later, Renaissance popes were still paying their physicians to make gold-based elixirs to allow them to live to 120. Whereas some aspects of a healthy lifestyle are quite widely accessible, such costly prophylactic measures were only available to the wealthiest members of society. Whereas Marsilio Ficino openly declared thatOn a Long Lifewas written only for ""prudent and temperate people of sophisticated intelligence who will benefit mankind,"" modern longevity specialists often insist that their findings will help everyone. But it is hard to ignore the reality that most modern strategies for the prolongation of life are, like their medieval equivalents, available only to those who have ample supplies of both time and money. And if the Middle Ages raise important questions about the ethical implications of longevity science, they also offer cautionary tales about its limits. Being at the forefront of medical endeavor brings rewards but also risks, and some of the medieval strategies may actually have caused health problems. The same could be true of modern longevity techniques. Nor is there any guarantee that you will outwit fate, which seems to have a sense of humor. Pope John XXII (d. 1277) repeatedly and very publicly claimed that he knew how to prolong his life by many years, only to die when a ceiling collapsed on him. Gabriele Zerbi also met an untimely end, murdered by the disgruntled family of a patient. In the Middle Ages as today, medical knowledge might extend your life—but only if you were possessed of both wealth and good luck. Katherine Harvey is an Honorary Research Fellow at Birkbeck, University of London. She is the author ofThe Fires of Lust: Sex in the Middle Ages(Reaktion, 2021), and is currently working on a book about medieval approaches to healthy living.Made by History takes readers beyond the headlines with articles written and edited by professional historians.Learn more about Made by History at TIME here.","In recent years, the quest for eternal life has become big business, as a growing number of biotechnology start-ups race to develop a drug which can prevent aging. Many of them are funded by Silicon … [+7323 chars]",eng,Time,article,GlobalNews
