uuid,content,summary,language,organization,content_type,dataset
e798e067-0711-4c25-bb23-fa6ac0723239,"By . Daily Mail Reporter . PUBLISHED: . 15:11 EST, 14 August 2013 . | . UPDATED: . 19:52 EST, 14 August 2013 . Sarah Msika, who left a pensioner lying on the floor with a broken leg two days before he died, said the man and his wife had refused her help . An agency nurse who left a pensioner lying on the floor with a broken leg two days before he died claimed the man and his wife had refused her help. Sarah Msika admitted leaving the couple on the floor when she visited them, the Nursing and Midwifery Council heard. She has now been cleared of a number of other charges including allegations she failed to document her visit, did not tell another nurse about the situation and neglected to adequately clean one of the patients. An ambulance crew found Patient A, 79, on the kitchen floor covered in her own faeces propped up against a kitchen table. Medics then discovered her husband, Patient B, lying on his back with a broken leg in the lounge at their home on the outskirts of Norwich, Norfolk. He died of a blood clot to the lung two days later while his wife passed away six months later. Giving evidence, Msika insisted the couple had told her they were 'okay' when she visited them on August 4, 2011. She said: 'If a patient is quite dismissive of help or you are asking them and they are saying they are okay, I am not sure - I wasn't quite sure - of the steps to take.' David Clark, for the NMC, asked why the nurse had not informed colleagues about Patient B, who was lying on his back. Msika, who worked as an Agency Nurse for Mayday Healthcare Plc, said: 'I did, I know I did. I said I have got two patients or I left two patients on the floor that need assistance. 'I did tell them that there were two patients that needed assistance.' Mr Clark asked, 'Why did you not call the emergency services?' Msika said: 'I have been asked that question so many times. I have asked myself the question so many times. 'I did not at the time think I needed to call an ambulance. The concern that I had was they were on the floor. 'Patient B didn't look distressed or anything and was actually refusing any help. 'I knew nothing about Patient B. He was not my patient, I did not have any background information about him. I had no idea why he was on the floor. 'I think it is quite evident that they were a couple who were quite reluctant to receive any help.' Msika described the situation as 'challenging' but said she had never intended 'to cause harm to anyone'. The nurse referred to the NMC code of conduct, which 'states that I should respect and support people's rights to accept or decline care'. The Nursing and Midwifery Council (pictured) cleared Msika of allegations she failed to document her visit, did not tell another nurse about the situation and neglected to adequately clean one of the patients . A 'relatively brief' police investigation was mounted into the incident, but Msika faced no criminal charges, the hearing was told. Msika admitted leaving Patients A and B on the floor of their home, failing to call for emergency assistance and failing to carry out a proper assessment of Patient B. She also admitted failing to notice that Patient B had fractured his leg and failing to escalate the situation. 'I think it is quite evident that they were a couple who were quite reluctant to receive any help' - Sarah Msika . Allegations that she failed to document her visit, did not tell another nurse about the situation and neglected to adequately clean Patient A were found not proved. In relation to the allegation that Msika left Patient A sitting in faeces, panel chairman Dr Andy Thomson said: 'The panel concluded that Mrs Msika would not have been expected to clean Patient A on her own. 'The panel finds that Mrs Msika did not adequately clean Patient A. 'However, as Mrs Msika would not have been expected to clean Patient A on her own, she should have sought assistance in a timelier manner in order to have Patient A cleaned. 'The panel considered that she failed to adequately escalate this matter or seek assistance to clean Patient A . 'Therefore, the panel found this charge not proved.' The allegation that Msika had not told other nurses about the situation was dismissed as it was based on 'mutiple hearsay evidence'. A charge that she failed to make appropriate records was dismissed due to 'insufficient evidence'. Msika now faces an anxious wait over her fate as the panel ran out of time before deciding whether she was guilty of misconduct. The hearing was adjourned until December 9.","Sarah Msika admitted leaving patients on the floor of their home in Norfolk .
An ambulance crew found Patient B on his back with a broken leg .
He died of a blood clot to the lung two days later .
She has now been cleared of a number of charges including allegations she failed to document her visit and did not tell another nurse about situation .",eng,CNN,article,DialyNews
367f3b1f-0a60-4abe-a7ce-c8abfd6bea23,"NEW DELHI: Finalising the rules of origin for the medical devices sector remains a sticking-point in the proposed free-trade agreement (FTA) between India and the UK and the talks are on to iron out the differences, an official said. Huge potential is there in the medical devices sector in India, as it imports about 80 per cent of its requirement, with the US, Germany, China, Singapore and Netherlands being top exporters of such devices to the country.  ""In the medical devices sector, a lot of issues related to rules of origin are still there. Demand for customs duty concessions is also there,"" the official said, adding negotiations are going on between the two countries to resolve the differences in both goods and services sectors.  The government has taken steps to promote domestic manufacturing of medical devices/equipment and attract large investment in the sector. Such schemes/initiatives include Promotion of Medical Device Parks, National Biopharma Mission, and a production-linked Incentive scheme for the sector.  The six major categories of medical devices that are being mainly imported into the country include consumables, disposables, electronics and equipment, implants, IVD reagent and surgical instruments.  The 'rules of origin' provision prescribes minimal processing that should happen in the FTA country, so that the final manufactured product may be called originating goods in that country.  Under this provision, a country that has inked an FTA with India cannot dump goods from some third country in the Indian market by just putting a label on it. It has to undertake a prescribed value addition in that product to export to India. Rules of origin norms help contain dumping of goods.  According to experts, India should refrain from giving duty concessions, as the government here is promoting domestic manufacturing of these devices.  ""India can consider giving relaxations for those equipment which are not manufactured in India,"" Rajinder Singh Kanwar from Export Promotion Council For Medical Devices said.  The negotiations between the two countries for the agreement cover as many as 26 policy areas/chapters. Investment is being negotiated as a separate agreement (bilateral investment treaty) between India and the UK and it would be concluded simultaneously with the free-trade agreement.  India is looking at greater market access for its pharmaceutical products in the UK, as part of the proposed agreement with Britain, the official added.  India has already secured greater market access for the domestic pharma industry in a trade pact with the UAE. Under the pact, Indian pharmaceutical products and medical goods will get regulatory approval within 90 days that have been approved in developed jurisdictions such as the US, the UK, the EU, Canada, and Australia.  Similarly, the India-Australia trade deal would provide fast-track approvals and quality assessment/inspections of manufacturing facilities.  ""In pharma, we are looking at a positive outcome from the India-UK deal. Regulatory cooperation with the UK's Medicines and Healthcare products Regulatory Agency is also on the cards,"" the official said.  India and Britain launched negotiations for the free-trade agreement (FTA) in January with an aim to conclude talks by Diwali (October 24), but the deadline was missed due to political developments in the UK.  India's main exports to the UK include ready-made garments and textiles, gems and jewellery, engineering goods, petroleum and petrochemical products, transport equipment and parts, spices, metal products, machinery and instruments, pharma and marine items.  Major imports include precious and semi-precious stones, ores and metal scraps, engineering goods, professional instruments, non-ferrous metals, chemicals and machinery.  The UK is also a key investor in India.  The bilateral trade between India and the UK increased to USD 20.36 billion in 2022-23 from USD 17.5 billion in 2021-22.",Fatima Sana Shaikh is a vision to behold in a sequined black and white saree,eng,The Times of India,article,GlobalNews
d92381a4-f799-4ec6-a391-0c351d7ace74,"IANS The record-breaking October means 2023 is now ""virtually certain"" to be the warmest year recorded, C3S said in a statement.  This year is ""virtually certain"" to be the warmest in 125,000 years,  European Union  scientists said on Wednesday, after data showed last month was the world's hottest October in that period. Last month smashed through the previous October temperature record, from 2019, by a massive margin, the EU's  Copernicus Climate Change Service  (C3S) said. ""The record was broken by 0.4 degrees Celsius, which is a huge margin,"" said C3S Deputy Director  Samantha Burgess , who described the October temperature anomaly as ""very extreme"". The heat is a result of continued  greenhouse gas  emissions from human activity, combined with the emergence this year of the  El Nino  weather pattern, which warms the surface waters in the eastern Pacific Ocean. Globally, the average surface air temperature in October was 1.7 degrees Celsius warmer than the same month in 1850-1900, which Copernicus defines as the pre-industrial period. The record-breaking October means 2023 is now ""virtually certain"" to be the  warmest year  recorded, C3S said in a statement. The previous record was 2016 - another El Nino year. Copernicus' dataset goes back to 1940. ""When we combine our data with the IPCC, then we can say that this is the warmest year for the last 125,000 years,"" Burgess said. The longer-term data from  U.N.  climate science panel IPCC includes readings from sources such as ice cores, tree rings and coral deposits. The only other time before October a month breached the temperature record by such a large margin was in September 2023. ""September really, really surprised us. So after last month, it's hard to determine whether we're in a new climate state. But now records keep tumbling and they're surprising me less than they did a month ago,"" Burgess said. Michael Mann, a climate scientist at University of Pennsylvania, said: ""Most El Nino years are now record-breakers, because the extra global warmth of El Nino adds to the steady ramp of human-caused warming."" Climate change is fuelling increasingly destructive extremes. This year, that included floods that killed thousands of people in Libya, severe heatwaves in South America, and Canada's worst wildfire season on record. ""We must not let the devastating floods, wildfires, storms, and heatwaves seen this year become the new normal,"" said Piers Forster, climate scientist at University of Leeds. ""By rapidly reducing greenhouse gas emissions over the next decade, we can halve the rate of warming,"" he added. Despite countries setting increasingly ambitious targets to gradually cut emissions, so far that has not happened. Global CO2 emissions hit a record high in 2022. Experience Your Economic Times Newspaper, The Digital Way! Thursday, 09 Nov, 2023 Read Complete ePaper  » Digital View Print View Wealth Edition Hello Tata, Goodbye Wistron: Anatomy of a Takeover Deal The Tata Group’s acquisition of Wistron’s manufacturing facility, which will make it the first Indian firm to assemble iPhones, is worth a total $750 million inclusive of debt, said people with knowledge of the matter. Both sides signed the takeover deal on Wednesday, they said. India Graduates Summa cum Laude, Beats China Grades India has edged out Mainland China to become the most represented country in the QS World University Rankings: Asia 2024 for the first time ever, reflecting its higher education system’s rising prominence amid steps taken towards increasing research output, academic recognition and internationalization. Religare Rebels Against Burmans’ Takeover The independent directors of Religare Enterprises Ltd (REL) have written to regulators such as RBI, Sebi and the insurance watchdog, levelling allegations of fraud and other breaches against the Burman family, which had made an open offer in September to acquire control of the company. Read More News on greenhouse gas El Nino samantha burgess european union Copernicus Climate Change Service u.n. warmest year (Catch all the  Business News ,  Breaking News  Events and  Latest News  Updates on  The Economic Times .) Download  The Economic Times News App  to get Daily Market Updates & Live Business News. ... more less Prime Exclusives Investment Ideas Stock Report Plus ePaper Wealth Edition Ola Electric’s pre-IPO rejig: Bhavish Aggarwal reconstitutes board; shuffles finance leadership Maruti is bulking up on SUVs, profitability. What’s fuelling this? An ear-to-the-ground game plan. ‘Richest self-made woman’ Radha Vembu’s Zoho stake is mired in a multi-billion-dollar divorce fight Rainbow Children’s Medicare: Poised for growth, but valuations may play spoilsport 4 insights to kick-start your day, featuring India wooing Elon Musk Stock Radar: Breakout from falling trendline resistance makes Apollo Hospitals an attractive buy 1 2 3 View all Stories","This year is ""virtually certain"" to be the warmest in 125,000 years, European Union scientists said on Wednesday, after data showed last month was the world's hottest October in that period.Last mont… [+2426 chars]",eng,The Times of India,article,GlobalNews
512595cb-d666-4df0-8dfe-4ab0a88f91dd,"(CNN)  -- Ukrainian President Viktor Yanukovich pledged Thursday to make his country ""a bridge between East and West"" after being sworn into office in Kiev. Yanukovich, who was ousted from office in 2004 in the pro-West ""Orange Revolution,"" beat Prime Minister Yulia Tymoshenko in a bitterly fought election earlier this month that has left the country deeply divided. Yanukovich enjoys support among the Russian-speaking people living in eastern Ukraine, while Tymoshenko is mainly supported by the Ukrainian speakers in the western part of the country. There is concern Yanukovich will move the former Soviet state more closely into Moscow's orbit and many fear further political turmoil. But in his inaugural address, Yanukovich said it was in Ukraine's interest to build close relations with Russia, the European Union and the U.S. ""Being a bridge between East and West, an integral part of Europe and the former Soviet Union at the same time, Ukraine will choose a foreign policy that will allow our country to get the most out of the development of equal and mutually beneficial relations with Russia, the European Union, the United States and other countries that influence development in the world,"" he said. Yanukovich also said he would put Ukraine on a ""path of accelerated development"" to save Ukraine from socio-economic collapse and called for cooperation between president, parliament and government. In one of his first action as presidents, Yanukovich said he had reduced the costs of maintaining a presidential administration by 20 percent. The money saved would go to the fifth of Ukrainians living in poverty, according to a statement from his office. Yanukovich was declared the winner of the presidential election in 2004, but the legitimacy of the vote was questioned and he faced accusations of stealing the race. Yanukovich's win was annulled following the Orange Revolution uprising, with former President Victor Yushchenko winning the revote. Tymoshenko stood alongside Yushchenko during the Orange Revolution, but later political infighting broke down their alliance. In a recent interview with CNN, Yanukovich attributed his dramatic comeback to the current economic situation, saying people voted for him because they believe he can improve the economy. ""I want to tell the people of Ukraine ... we will repay the arrears of wages and pensions, what the current government never managed to do,"" he said Thursday. ""Given the dire situation in public finances, we will do this by reducing the costs of (the) bureaucratic system. We will start with ourselves.""","Yanukovich pledges to make country ""a bridge between East and West""
Yanukovich won bitterly contested presidential election earlier this month .
President returns to power after being ousted in 2004 Orange Revolution .
Yanukovich pledges to put Ukraine on ""path of accelerated development""",eng,CNN,article,DialyNews
438a50fb-2302-41b7-ac06-0ca42f634586,"BEIJING, China  -- As Wimbledon 2009 gets under way this week, sports commentators and tennis aficionados will closely watch China's tennis superstar, Zheng Jie. China's Zheng Jie during her semifinal tennis match  against Serena Williams at Wimbledon . She is one of the seeded players who could steal the limelight in women's singles. If she does -- she won her first preliminary match on Monday -- it won't be the first time. Zheng captured the hearts of many at Wimbledon last year when she beat top-seed Ana Ivanovic in the third round. ""Ana is the world number one player, I won over her and that gave me a so much confidence,"" she told CNN, recalling one of the biggest upsets in Wimbledon history. ""With that confidence I played into the semifinals,"" the diminutive player added. Her remarkable run stumped some commentators who could barely pronounce her name, (her surname is pronounced ""Jung"", her first name ""Gee-yeah"") so unknown was the wild card ranked 133rd in the world. It was a fairytale story for the Sichuan native, who became the first wildcard to reach the semis of the women's singles at Wimbledon. Her performances inspired her country, with more than 100 million Chinese watching the live TV coverage of her semifinal match against America's Serena Williams. Though Zheng lost, it was by far the best performance ever by a Chinese player at a major. ""When I returned to China, I was welcomed by a huge crowd at the airport,"" she gushes. ""I was thrilled that I could turn so many people's attention to tennis."" Zheng won even more points off court. She donated her Wimbledon prize money to the Sichuan earthquake relief fund and spent time helping the victims and reconstruction efforts. ""My parents and most of my friends are in Sichuan,"" she said. ""I hope I can do more to help them."" Zheng learned the rudiments of tennis growing up as a child in China's lush and rustic heartland. She was barely seven when she tried out in a local sports clinic to train for tennis, a sport her parents had never even heard of. She trained doggedly, showing speed and boundless enthusiasm. When the coaches chose two from the scores of trainees, they selected her -- along with Yan Zi, a fellow Sichuanese and long-time women's doubles partner. Zheng is mostly known for her women's doubles successes partnered with Yan Zi. They have won several WTA doubles titles, including Wimbledon 2006 and the bronze medal at the 2008 Beijing Olympics. Zheng's career path as a singles player is less straight. She started her pro tennis tour in January 2003 and by the end of that year, she had moved into the world's top 100. By 2005, she ranked 42nd. But she suffered an ankle injury at the 2007 French Open, forcing her to miss all events that year, including the chance to defend her Wimbledon women's doubles title. Her world ranking plunged as she underwent rehabilitation. On the eve of Wimbledon 2008, she was ranked 133. ""Even though the injury made my world ranking plunge, it also made me grow up a lot,"" she recalls. When she returned to competition, she carried on the court a small bottle containing the bone fragments cut from her ankle, just to remind her of how lucky she was to compete again. More accolades followed her success. Last March, Zheng got the 2008 WTA Tour ""Comeback of the Year"" award for having ""rebounded from an injury-marred 2007."" Thanks to the emergence of world-class stars like Zheng, tennis is growing rapidly in China. An affluent middle class and many top government officials have taken up the sport, boosting its social status and commercial appeal. Tennis courts have sprouted in major cities while academies are attracting youths who idolize super-stars like Roger Federer, Serena Williams and local standouts like Zheng Jie. Zheng's success -- she is said to have earned over $1.8 million in prize money as a pro -- has also helped put the spotlight on tennis, attracting wider TV coverage and lucrative commercial endorsements. ""I really like playing tennis and I was ambitious,"" she told CNN about her youth. ""If you say I can't make it, I'll prove to you that I can."" With Zheng's mental toughness and will to win, Wimbledon fans may have to get used to hearing her name, properly pronounced ""Jung Gee-yeah"".","Zheng Jie reached the semifinals of Wimbledon last year as a wildcard entry .
She donated her prize money to the Sichuan earthquake relief fund .
100 million viewers tuned in to watch her semifinal game in China .",eng,CNN,article,DialyNews
f2e53483-420a-449a-8ec1-5d045c734819,"By . Simon Jones . Sunderland are in talks with Lazio over Belgium defender . Luis Pedro Cavanda. The 23-year-old is a versatile full back who is . predominantly right-sided but can also fill in on the left. Sunderland have struggled to reach an agreement with Marcos . Alonso of Fiorentina over personal terms. Negotiations: Sunderland have entered talks to bring Luis Pedro Cavanda to the Stadium of Light . Sunderland are also talking with Crewe about a deal for . trialist Max Clayton. The Black Cats have signed Dutch international Patrick Van Aanholt on a four-year deal from Chelsea. Playing hardball: Sunderland have not been able to agree personal terms with Marcos Alonso . The 23-year-old, who has played eight times for Chelsea, has had loan spells at Vitesse Arnhem, Wigan, Leicester, Newcastle and Coventry. Gus Poyet has also expressed an interest in AIK's highly-rated Sweden winger Nabil Bahoui, although he faces competition from Everton, Southampton and Crystal Palace . The 23-year-old has started the new Allsvenskan season well with six goals in 13 appearances.","Sunderland are in negotiations with Luis Pedro Cavanda of Lazio .
Black Cats are struggling to sign loanee Marcos Alonso from Fiorentina .
Mackems have also spoken to Crewe about a deal for trialist Max Clayton .",eng,CNN,article,DialyNews
57a75d49-0174-4313-91df-c0f086e0716f,"JAIPUR: Union Minister Hardeep Singh Puri on Saturday alleged that the price of petrol in Rajasthan was the highest in the country because of taxes imposed by the Congress government in the state, adding that the Rajasthan government has collected tax of Rs 35,975 crore on petrol and diesel.""In the last two years, the Rajasthan government has collected tax of Rs 35,975 crore on petrol and diesel till November 2021-2022 and 2022-2023.Rajasthan alone collected Rs 2000 crore more than 18 other states and Union Territories,"" Puri saidThe Minister said that when the tax collection in Rajasthan is compared to that in 18 states and union territories, it is very high.The tax collection of these 18 states and union territories, including Delhi, Uttarakhand, Nagaland, Lakshadweep, Manipur, Ladakh, Daman and Diu, Jammu and Kashmir, is Rs 32,597 crore, Puri said, according to the statement.Today, the average rate of petrol across the country is Rs 96.72 per litre, but in Ganganagar in Rajasthan it is Rs 113.34 per litre, Puri said in poll-bound Rajasthan.Targeting Chief Minister Ashok Gehlot over his statement that the central government is imposing more tax on petrol and diesel, Puri said the Chief Minister should look into his own affairs.Rajasthan will undergo legislative assembly polls on November 25 while the counting of votes, along with four other poll-bound states, will be held on December 3.In the 2018 assembly elections, the Congress won 99 seats, while the BJP won 73 seats in the 200-member House. Gehlot eventually took the oath as CM with the support of BSP MLAs and Independent legislators. ",10 biggest K-Beauty trends of 2023,eng,The Times of India,article,GlobalNews
21b9e312-e42e-4b66-9b07-346cae8833f8,"(CNN) -- Ohio's governor on Friday signed an executive order covering ownership of dangerous wild animals, which will strengthen enforcement of existing laws, and said he will push for tighter regulations through legislation. Gov. John Kasich spoke to reporters just days after authorities in his state used lethal force against exotic animals on the loose. Police believe the animals' owner, Terry Thompson, 62, freed the animals -- lions, tigers, leopards and grizzly bears -- at his preserve near Zanesville before dying from a self-inflicted gunshot wound. ""Fortunately, today, I'm able to sign an executive order that will have teeth, that is founded in the law, and gives power to people,"" the governor said. Among other directives, the executive order instructs the departments of agriculture, natural resources and health to work with local health officials, humane societies and law enforcement to identify locations where dangerous animals might be, investigate and enforce laws that are already on the books, Kasich said. It also directs agencies to work with the zoos to safely house animals that are captured or confiscated, and orders the agriculture department to identify unlicensed auctions of dangerous animals and take appropriate action. Finally, the order instructs the state's department of natural resources to develop a framework for legislative change by the end of November. According to the governor, state officials do not currently have the authority to track down exotic and dangerous animals that are not native to Ohio. ""Let me be clear on this. We will seek statutory authority. Changes must be made in the law,"" said Kasich. Ohio authorities were called to the area around Thompson's house Tuesday night. Of the 56 animals released, only a grizzly bear, two monkeys and three leopards were taken alive, Muskingum County Sheriff Matt Lutz said. Killed were two wolves, six black bears, two grizzly bears, nine male lions, eight lionesses, one baboon, three mountain lions, and 18 Bengal tigers. One monkey remained unaccounted for Wednesday night, though Lutz, and conservationist Jack Hanna, said the animal may have been eaten by one of the big cats. The Humane Society of the United States has said it does not fault authorities for using deadly force in such a situation. However, on Friday, the group criticized the governor's response by saying the order he signed ""is inadequate and sidesteps the central problems created by the exotic animal trade in Ohio. ""The Humane Society of the United States agrees with him (Kasich) that the legislature should enact a statute that addresses the problem, but in the interim, we need an executive order that bans the sale and acquisition of dangerous wild animals as pets or roadside attractions,"" said Wayne Pacelle, president and CEO of the group.","Humane Society calls the governor's response ""inadequate""
Ohio Gov. John Kasich says the law must change .
He talks just days after authorities shot exotic animals on the loose .
Of the 56 animals released, only six were taken alive .",eng,CNN,article,DialyNews
879b15b2-c898-48c6-9b1e-5ca041b7ba9f,"ANI English  football legend  David  Beckham  received a warm reception from the  Ambani  family during his visit to India.  Mukesh Ambani , his wife  Nita Ambani , and their children Isha and Akash were joined by Shloka Mehta and Radhika Merchant, the respective partners of Anant Ambani and Akash Ambani, for a memorable picture with Beckham at their luxurious residence, Antilia, in Mumbai.  As a token of their appreciation, the Ambani family presented Beckham with a Mumbai Indians jersey bearing his name. The football legend was all smiles as he posed with the family, clutching the '1 Beckham' jersey.  Earlier in the day, Beckham had the opportunity to meet Rohit Sharma, the captain of the Indian cricket team, following their impressive victory over New Zealand in the World Cup semi-finals. Accompanied by cricket legend Sachin Tendulkar, who is known for his association with Beckham, the football star enjoyed the thrilling match from the stands.  Beckham, a goodwill ambassador for UNICEF, has long been involved in humanitarian work, particularly in support of children's rights.  Yesterday, Beckham and Akash Ambani shared the excitement of the match from the  Wankhede  stadium. The duo was joined by popular Bollywood actors Kiara Advani, Sidharth Malhotra, and Ranbir Kapoor. During their time together, Rohit Sharma kindly gifted Beckham an Indian cricket team jersey, while the football icon reciprocated the gesture by presenting Rohit with a Real Madrid jersey.  Beckham notably played for the Spanish football club from 2003 to 2007.  Adding to the list of hosts, Bollywood actress  Sonam Kapoor  and her husband Anand Ahuja organized a grand welcome party for Beckham at their Mumbai residence. Prominent Bollywood figures, including Anil Kapoor, Farhan Akhtar, and Karishma Kapoor, were thrilled to capture moments with the esteemed guest. Expressing his excitement, Beckham shared, ""I have been waiting for a long time to come to India. This is my first time here, and I was looking forward to it. My work with UNICEF began many years ago when I was just 17 years old, during my time with Manchester United in Thailand. In 2015, I became a global ambassador for the organization. Our focus at UNICEF is on both boys and girls, with a particular emphasis on girls currently."" David Beckham's visit to Mumbai has been a remarkable experience, leaving a lasting impression on both the Ambani family and the Indian cricket and Bollywood fraternity.                 View this post on Instagram                         A post shared by Rhea Kapoor (@rheakapoor)   Find this comment offensive? Choose your reason below and click on the Report button. This will alert our moderators to take action Name Reason for reporting: Foul language Slanderous Inciting hatred against a certain community Others Your Reason has been Reported to the admin. X To post this comment you must Log In/Connect with: The Economic Times or Fill in your details: Will be displayed Will not be displayed Will be displayed Share this Comment: Post to Twitter Stories you might be interested in Subscribe to our ET Investment Opportunities SUBMIT","English football legend David Beckham received a warm reception from the Ambani family during his visit to India. Mukesh Ambani, his wife Nita Ambani, and their children Isha and Akash were joined by… [+2250 chars]",eng,The Times of India,article,GlobalNews
13e62f2d-91a9-4351-b2ff-673e3418aefc,"MANAMA, Bahrain (CNN) -- U.S. Navy snipers fatally shot three pirates holding an American cargo-ship captain hostage after seeing that one of the pirates ""had an AK-47 leveled at the captain's back,"" a military official said Sunday. Cargo ship Capt. Richard Phillips is shown aboard the USS Boxer shortly after his rescue Sunday. The captain, who'd been held in a lifeboat in the Indian Ocean since Wednesday, was rescued uninjured, Navy Vice Adm. Bill Gortney told reporters. Capt. Richard Phillips' ship, the Maersk Alabama, was stormed by pirates 350 miles off Somalia on Wednesday morning. He was ""resting comfortably"" on the USS Boxer after his rescue Sunday night, according to the Navy. Phillips contacted his family and received a routine medical exam after his rescue at 7:19 p.m. (12:19 p.m. ET), the Navy Central Command said. Video from aboard the Boxer showed a smiling Phillips shaking hands with Navy personnel. ""The captain is in good health. He's showered up and in a clean set of clothes,"" Gortney said in a telephone news conference from Navy Central Command in Bahrain. In Phillips' hometown of Underhill, Vermont, Maersk spokeswoman Alison McColl said Phillips' wife, Andrea, had spoken to her husband by phone after his rescue. ""She was laughing while she was on the phone with him,"" McColl told reporters. ""She was saying his trademark sense of humor was still very much intact, and he's in great spirits. If you guys could have seen her light up when she talked to him, it was really remarkable.""  Watch spokeswoman read statement from Phillips' family » . U.S. forces moved to rescue Phillips after seeing him in imminent danger on the lifeboat, Gortney said. A fourth pirate was negotiating Phillips' fate aboard the nearby USS Bainbridge. ""While working through the negotiations process tonight, the on-scene commander from the Bainbridge made the decision that the captain's life was in immediate danger, and the three pirates were killed,"" Gortney said. ""The pirate who surrendered earlier today is being treated humanely; his counterparts who continued to fight paid with their lives."" The three pirates, who were armed with AK-47 rifles, were killed by shooters who were aboard the Bainbridge, Gortney said.  Watch how U.S. forces believed Phillips was in danger » . The on-scene commander gave the shooters approval to open fire after seeing that ""one of the pirates had an AK-47 leveled at the captain's back,"" Gortney said. Seas in the area were getting rough at the time of the rescue, Gortney said, and the Bainbridge was towing the lifeboat presumably to calmer waters with a towline about 82 feet long. A senior defense official told CNN that each pirate was shot in the head. After the shooting, special operations personnel shimmied along the tow rope to ensure the pirates were dead and freed Phillips, the official said. The official added that the pirates had become increasingly agitated over the past day, and negotiations were not going well. The fourth pirate was aboard the Bainbridge most of the day and told military negotiators that he wasn't going back to the other pirates, according to a defense official with knowledge of the situation. Federal prosecutors would be ""reviewing the evidence and other issues"" to determine whether that pirate would be prosecuted in the United States, Justice Department spokesman Dean Boyd said. It's the first time in modern history that the United States has in custody a pirate who carried out an attack on a U.S. citizen, said a senior U.S. official with knowledge of the situation. The source said figuring out what to do with the pirate is a sensitive issue. Phillips' rescue came a day after he dove into the water in an attempt to escape his captors, Gortney said. The pirates ""shot in the water at him"" but eventually recaptured him, Gortney said. Maersk Line Limited President and CEO John Reinhart called Phillips ""a leader of men ... [and] a brave and courageous man."" He said he has spoken with Phillips and said the captain is ""feeling quite good."" Phillips and his family, through Reinhart, expressed gratitude to the U.S. Navy. ""I actually was more concerned for his family,"" said Adm. Rick Gurnon, head of the Massachusetts Maritime Academy, where Phillips had trained. ""As a captain in sea, in a lifeboat, he was comfortable -- even if he was sharing it with Somali pirates.""  Watch Massachusetts Maritime Academy celebrate rescue » . Gurnon stressed that while Phillips was rescued, more than 200 mariners remain captives at sea. ""The pirates have a great business model that works for them: See ships, take ransom, make millions,"" he told reporters. At the White House, President Obama issued a statement saying he is ""very pleased that Capt. Phillips has been rescued and is safely on board the USS Boxer."" ""His safety has been our principal concern, and I know this is a welcome relief to his family and his crew,"" Obama's statement said. ""We remain resolved to halt the rise of piracy in this region."" Obama had given standing orders for the military to take ""decisive action"" if Phillips was in ""imminent danger,"" Gortney said. Phillips offered himself as a hostage after the pirates stormed the U.S.-flagged Alabama Wednesday morning, according to Maersk. Crew members have said that after the pirates stormed the ship, they overpowered one pirate and tied him up. The crew released the pirate Wednesday, hoping to exchange him for Phillips, but the pirates instead retreated to the lifeboat with Phillips, leaving the Alabama to its crew.  View a timeline of the attack and its aftermath » . Maersk Alabama crew members, who guided the ship to port in Mombasa, Kenya, on Saturday, were ""jubilant"" when they received word of the rescue, a statement from the company said.  Gortney said the Alabama had reported being harassed by pirates the day before the pirates' successful attack on Wednesday. When the Alabama crew made the call, ""our closest vessel from all the navies that were out there -- we have 16 navies that are patrolling those waters -- and the closest one was the USS Bainbridge, and it was over 300 nautical miles"" away he said. CNN's Zain Verjee, Barbara Starr, Kate Bolduan, Carol Cratty and Mike Mount contributed to this report.","U.S. forces killed 3 pirates after seeing captain in ""immediate danger,"" Navy says .
American captain freed after being held hostage by pirates since Wednesday .
Richard Phillips ""is in good health,"" Navy officer says .
Fourth pirate taken into custody .",eng,CNN,article,DialyNews
